,Animal Number,gestation,weeks,visit_results_new,failed_count,parity
28353,20705,1,33,Dead milk time,1.0,Primiparous
28356,20705,1,35,Dead milk time,1.0,Primiparous
28373,20705,2,12,Connection time,1.0,Multiparous
28385,20705,2,23,Automatic robot stop,2.0,Multiparous
28403,20709,2,11,Dead milk time,1.0,Multiparous
28411,20709,2,18,Dead milk time,1.0,Multiparous
28430,20712,1,5,Dead milk time,2.0,Primiparous
28432,20712,1,6,Dead milk time,1.0,Primiparous
28441,20712,1,14,Connection attempt,1.0,Primiparous
28443,20712,1,15,Connection attempt,2.0,Primiparous
28461,20715,2,9,Dead milk time,1.0,Multiparous
28467,20715,2,14,Connection time,1.0,Multiparous
28469,20715,2,15,Connection time,2.0,Multiparous
28471,20715,2,16,Connection time,1.0,Multiparous
28473,20715,2,17,Connection time,3.0,Multiparous
28475,20715,2,18,Connection time,3.0,Multiparous
28476,20715,2,18,Dead milk time,1.0,Multiparous
28478,20715,2,19,Connection time,5.0,Multiparous
28480,20715,2,20,Connection time,4.0,Multiparous
28482,20715,2,21,Connection time,5.0,Multiparous
28484,20715,2,22,Connection time,10.0,Multiparous
28486,20715,2,23,Connection time,4.0,Multiparous
28487,20715,2,23,Dead milk time,3.0,Multiparous
28497,20723,2,6,Automatic robot stop,1.0,Multiparous
28521,20723,2,29,Automatic robot stop,1.0,Multiparous
28559,20730,1,26,Connection attempt,1.0,Primiparous
28565,20730,1,31,Automatic robot stop,1.0,Primiparous
28571,20730,1,36,Dead milk time,1.0,Primiparous
28575,20730,1,39,Dead milk time,1.0,Primiparous
28601,20730,2,22,Dead milk time,2.0,Multiparous
28603,20730,2,23,Dead milk time,1.0,Multiparous
28605,20730,2,24,Dead milk time,1.0,Multiparous
28635,20736,1,11,Connection time,1.0,Primiparous
28639,20736,1,14,Connection time,1.0,Primiparous
28644,20736,2,5,Dead milk time,1.0,Multiparous
28663,20736,2,23,Dead milk time,3.0,Multiparous
28665,20736,2,24,Dead milk time,1.0,Multiparous
28667,20736,2,25,Dead milk time,1.0,Multiparous
28672,20736,2,29,Dead milk time,1.0,Multiparous
28680,20740,1,4,Connection attempt,1.0,Primiparous
28686,20740,1,9,Automatic robot stop,1.0,Primiparous
28694,20740,1,16,Automatic robot stop,1.0,Primiparous
28697,20740,1,18,Automatic robot stop,1.0,Primiparous
28698,20740,1,18,Connection attempt,2.0,Primiparous
28720,20740,1,39,Dead milk time,1.0,Primiparous
28722,20740,1,40,Dead milk time,1.0,Primiparous
28726,20740,1,43,Dead milk time,1.0,Primiparous
28744,20742,1,16,Connection time,1.0,Primiparous
28751,20742,1,22,Connection time,1.0,Primiparous
28757,20742,1,27,Connection attempt,2.0,Primiparous
28768,20742,1,37,Dead milk time,1.0,Primiparous
28777,20742,2,5,Dead milk time,1.0,Multiparous
28799,20742,2,26,Dead milk time,1.0,Multiparous
28856,20746,1,13,Other,1.0,Primiparous
28888,20746,2,4,Dead milk time,1.0,Multiparous
28890,20746,2,5,Dead milk time,2.0,Multiparous
28892,20746,2,6,Connection attempt,1.0,Multiparous
28895,20746,2,8,Automatic robot stop,1.0,Multiparous
28898,20746,2,10,Dead milk time,1.0,Multiparous
28921,20746,2,32,Dead milk time,1.0,Multiparous
28926,20746,2,36,Automatic robot stop,1.0,Multiparous
28938,20753,1,4,Dead milk time,1.0,Primiparous
28943,20753,1,8,Connection attempt,1.0,Primiparous
28944,20753,1,8,Connection time,1.0,Primiparous
28947,20753,1,10,Connection time,1.0,Primiparous
28949,20753,1,11,Connection attempt,1.0,Primiparous
28951,20753,1,12,Connection attempt,1.0,Primiparous
28966,20753,1,26,Connection attempt,2.0,Primiparous
28974,20753,1,33,Automatic robot stop,1.0,Primiparous
29016,20753,4,36,Connection time,1.0,Multiparous
29017,20753,4,36,Dead milk time,2.0,Multiparous
29021,20753,4,39,Connection time,1.0,Multiparous
29026,20757,2,4,Connection attempt,1.0,Multiparous
29047,20757,2,24,Dead milk time,1.0,Multiparous
29085,20765,1,19,Dead milk time,1.0,Primiparous
29106,20765,1,39,Dead milk time,1.0,Primiparous
29118,20765,2,8,Connection attempt,1.0,Multiparous
29147,20765,2,36,Connection time,1.0,Multiparous
29149,20765,2,37,Connection time,1.0,Multiparous
29151,20765,2,38,Connection time,1.0,Multiparous
29154,20765,2,40,Connection time,4.0,Multiparous
29156,20765,2,41,Connection time,1.0,Multiparous
29158,20765,2,42,Connection time,1.0,Multiparous
29228,20788,2,25,Dead milk time,1.0,Multiparous
29230,20788,2,26,Connection time,1.0,Multiparous
29241,20799,2,8,Dead milk time,1.0,Multiparous
29243,20799,2,9,Automatic robot stop,1.0,Multiparous
29252,20799,2,17,Dead milk time,1.0,Multiparous
29255,20799,2,19,Dead milk time,1.0,Multiparous
29259,20799,2,22,Connection time,1.0,Multiparous
29264,20799,2,26,Dead milk time,1.0,Multiparous
29266,20799,2,27,Dead milk time,1.0,Multiparous
29276,20809,1,8,Connection time,1.0,Primiparous
29278,20809,1,9,Dead milk time,1.0,Primiparous
29290,20809,1,20,Dead milk time,1.0,Primiparous
29297,20809,1,26,Dead milk time,2.0,Primiparous
29301,20809,1,29,Dead milk time,1.0,Primiparous
29304,20809,1,31,Dead milk time,1.0,Primiparous
29310,20809,1,36,Dead milk time,1.0,Primiparous
29316,20809,2,7,Dead milk time,1.0,Multiparous
29330,20809,2,20,Dead milk time,1.0,Multiparous
29332,20809,2,21,Dead milk time,1.0,Multiparous
29334,20809,2,22,Dead milk time,1.0,Multiparous
29338,20809,2,25,Dead milk time,1.0,Multiparous
29355,20831,2,9,Connection time,3.0,Multiparous
29366,20831,2,19,Connection attempt,1.0,Multiparous
29392,20836,2,2,Dead milk time,2.0,Multiparous
29397,20836,2,6,Automatic robot stop,1.0,Multiparous
29419,20836,2,27,Dead milk time,1.0,Multiparous
29421,20836,2,28,Dead milk time,1.0,Multiparous
29428,20836,2,34,Connection time,1.0,Multiparous
29430,20836,2,35,Connection time,1.0,Multiparous
29462,20838,2,6,Connection attempt,2.0,Multiparous
29469,20838,2,12,Dead milk time,1.0,Multiparous
29498,20839,2,14,Connection attempt,1.0,Multiparous
29516,20839,2,31,Connection time,1.0,Multiparous
29554,20840,2,23,Connection time,1.0,Multiparous
29556,20840,2,24,Connection time,2.0,Multiparous
29558,20840,2,25,Connection time,1.0,Multiparous
29564,20840,2,30,Connection time,1.0,Multiparous
29568,20840,2,33,Connection time,1.0,Multiparous
29571,20840,2,35,Dead milk time,1.0,Multiparous
29573,20840,2,36,Connection time,1.0,Multiparous
29596,20845,1,23,Automatic robot stop,1.0,Primiparous
29597,20845,1,23,Dead milk time,1.0,Primiparous
29599,20845,1,24,Dead milk time,2.0,Primiparous
29601,20845,1,25,Dead milk time,1.0,Primiparous
29603,20845,1,26,Dead milk time,1.0,Primiparous
29606,20845,1,28,Dead milk time,1.0,Primiparous
29609,20845,1,30,Dead milk time,2.0,Primiparous
29611,20845,1,31,Connection time,1.0,Primiparous
29613,20845,1,32,Dead milk time,4.0,Primiparous
29615,20845,1,33,Connection time,4.0,Primiparous
29616,20845,1,33,Dead milk time,4.0,Primiparous
29618,20845,1,34,Dead milk time,6.0,Primiparous
29620,20845,1,35,Dead milk time,3.0,Primiparous
29622,20845,1,36,Connection time,1.0,Primiparous
29623,20845,1,36,Dead milk time,4.0,Primiparous
29625,20845,1,37,Dead milk time,4.0,Primiparous
29627,20845,1,38,Connection time,1.0,Primiparous
29628,20845,1,38,Dead milk time,4.0,Primiparous
29630,20845,1,39,Dead milk time,3.0,Primiparous
29632,20845,1,40,Connection time,1.0,Primiparous
29633,20845,1,40,Dead milk time,2.0,Primiparous
29635,20845,1,41,Connection attempt,1.0,Primiparous
29636,20845,1,41,Connection time,3.0,Primiparous
29637,20845,1,41,Dead milk time,6.0,Primiparous
29639,20845,1,42,Dead milk time,1.0,Primiparous
29641,20845,1,43,Connection time,2.0,Primiparous
29642,20845,1,43,Dead milk time,4.0,Primiparous
29644,20845,1,44,Dead milk time,2.0,Primiparous
29646,20845,1,45,Dead milk time,3.0,Primiparous
29648,20845,1,46,Dead milk time,2.0,Primiparous
29652,20845,2,6,Dead milk time,1.0,Multiparous
29655,20845,2,8,Dead milk time,1.0,Multiparous
29678,20854,1,4,Connection attempt,1.0,Primiparous
29680,20854,1,5,Automatic robot stop,1.0,Primiparous
29681,20854,1,5,Other,1.0,Primiparous
29715,20862,2,8,Connection attempt,2.0,Multiparous
29717,20862,2,9,Connection attempt,2.0,Multiparous
29719,20862,2,10,Connection attempt,1.0,Multiparous
29721,20862,2,11,Connection attempt,1.0,Multiparous
29730,20862,2,19,Connection attempt,5.0,Multiparous
29735,20862,2,23,Connection attempt,1.0,Multiparous
29756,20871,2,13,Connection attempt,1.0,Multiparous
29763,20879,1,3,Connection time,1.0,Primiparous
29765,20879,1,4,Connection time,2.0,Primiparous
29789,20879,1,27,Dead milk time,1.0,Primiparous
29799,20879,1,36,Dead milk time,1.0,Primiparous
29813,20879,2,2,Connection time,1.0,Multiparous
29814,20879,2,2,Dead milk time,2.0,Multiparous
29816,20879,2,3,Connection time,6.0,Multiparous
29817,20879,2,3,Dead milk time,1.0,Multiparous
29819,20879,2,4,Connection attempt,1.0,Multiparous
29820,20879,2,4,Connection time,1.0,Multiparous
29823,20879,2,6,Connection attempt,1.0,Multiparous
29824,20879,2,6,Connection time,1.0,Multiparous
29825,20879,2,6,Dead milk time,1.0,Multiparous
29828,20879,2,8,Connection time,1.0,Multiparous
29830,20879,2,9,Connection time,1.0,Multiparous
29832,20879,2,10,Connection time,2.0,Multiparous
29834,20879,2,11,Connection time,5.0,Multiparous
29836,20879,2,12,Connection time,3.0,Multiparous
29839,20879,2,14,Connection time,2.0,Multiparous
29841,20879,2,15,Connection time,3.0,Multiparous
29843,20879,2,16,Connection time,4.0,Multiparous
29844,20879,2,16,Dead milk time,2.0,Multiparous
29846,20879,2,17,Connection time,2.0,Multiparous
29848,20879,2,18,Dead milk time,1.0,Multiparous
29861,20887,1,7,Dead milk time,1.0,Primiparous
29865,20887,1,10,Dead milk time,1.0,Primiparous
29876,20887,1,20,Automatic robot stop,1.0,Primiparous
29878,20887,1,21,Dead milk time,1.0,Primiparous
29887,20887,1,29,Dead milk time,1.0,Primiparous
29889,20887,1,30,Dead milk time,1.0,Primiparous
29891,20887,1,31,Dead milk time,2.0,Primiparous
29893,20887,1,32,Dead milk time,2.0,Primiparous
29895,20887,1,33,Dead milk time,1.0,Primiparous
29899,20887,1,36,Dead milk time,1.0,Primiparous
29903,20887,1,39,Dead milk time,2.0,Primiparous
29905,20887,1,40,Dead milk time,1.0,Primiparous
29907,20887,1,41,Dead milk time,1.0,Primiparous
29917,20887,2,9,Dead milk time,1.0,Multiparous
29926,20887,2,17,Automatic robot stop,1.0,Multiparous
29942,20887,2,32,Connection time,1.0,Multiparous
29956,20888,1,3,Stopped by user,1.0,Primiparous
29975,20888,2,8,Connection attempt,1.0,Multiparous
29976,20888,2,8,Dead milk time,1.0,Multiparous
29987,20888,2,18,Connection attempt,1.0,Multiparous
29988,20888,2,18,Dead milk time,1.0,Multiparous
29991,20888,2,20,Dead milk time,1.0,Multiparous
30004,20889,3,2,Connection time,1.0,Multiparous
30007,20889,3,4,Connection attempt,1.0,Multiparous
30011,20889,3,7,Connection attempt,1.0,Multiparous
30060,20899,2,11,Dead milk time,1.0,Multiparous
30088,20899,2,38,Dead milk time,1.0,Multiparous
30091,20915,2,2,Stopped by user,1.0,Multiparous
30100,20927,2,4,Connection attempt,1.0,Multiparous
30115,20927,2,18,Connection time,1.0,Multiparous
30147,20930,1,13,Dead milk time,1.0,Primiparous
30173,20930,1,38,Connection time,1.0,Primiparous
30175,20930,1,39,Connection attempt,1.0,Primiparous
30180,20930,1,43,Dead milk time,1.0,Primiparous
30183,20931,2,5,Dead milk time,2.0,Multiparous
30215,20935,1,13,Automatic robot stop,1.0,Primiparous
30232,20935,1,29,Connection time,2.0,Primiparous
30240,20935,1,36,Connection time,1.0,Primiparous
30243,20935,1,38,Connection time,1.0,Primiparous
30251,20935,2,3,Connection time,1.0,Multiparous
30268,20935,2,19,Connection time,1.0,Multiparous
30276,20935,2,26,Connection time,1.0,Multiparous
30279,20935,2,28,Connection time,1.0,Multiparous
30286,20935,2,34,Connection time,1.0,Multiparous
30288,20935,2,35,Connection time,1.0,Multiparous
30291,20935,2,37,Connection time,1.0,Multiparous
30293,20935,2,38,Connection time,1.0,Multiparous
30297,20935,2,41,Connection time,1.0,Multiparous
30333,20937,1,35,Connection attempt,1.0,Primiparous
30337,20937,1,38,Dead milk time,1.0,Primiparous
30339,20937,1,39,Dead milk time,2.0,Primiparous
30345,20937,2,4,Dead milk time,1.0,Multiparous
30348,20937,2,6,Dead milk time,1.0,Multiparous
30352,20937,2,9,Dead milk time,1.0,Multiparous
30364,20937,2,20,Dead milk time,1.0,Multiparous
30393,20947,1,6,Automatic robot stop,1.0,Primiparous
30411,20947,1,23,Dead milk time,1.0,Primiparous
30421,20947,1,32,Dead milk time,1.0,Primiparous
30433,20947,2,10,Automatic robot stop,1.0,Multiparous
30440,20947,2,16,Dead milk time,1.0,Multiparous
30442,20947,2,17,Connection attempt,1.0,Multiparous
30458,20957,1,7,Connection time,1.0,Primiparous
30467,20965,1,8,Connection attempt,1.0,Primiparous
30469,20965,1,9,Connection attempt,1.0,Primiparous
30490,20965,1,29,Connection time,1.0,Primiparous
30494,20965,1,32,Automatic robot stop,1.0,Primiparous
30500,20965,1,37,Automatic robot stop,1.0,Primiparous
30503,20966,2,2,Connection time,5.0,Multiparous
30504,20966,2,2,Stopped by user,1.0,Multiparous
30506,20966,2,3,Connection attempt,2.0,Multiparous
30512,20966,2,8,Connection attempt,2.0,Multiparous
30546,20966,2,41,Connection attempt,1.0,Multiparous
30564,20972,2,15,Dead milk time,1.0,Multiparous
30569,20972,2,19,Dead milk time,1.0,Multiparous
30574,20972,2,23,Dead milk time,1.0,Multiparous
30577,20972,2,25,Connection time,2.0,Multiparous
30579,20972,2,26,Dead milk time,2.0,Multiparous
30583,20972,2,29,Connection time,1.0,Multiparous
30591,20972,2,36,Connection time,1.0,Multiparous
30594,20972,2,38,Dead milk time,1.0,Multiparous
30596,20972,2,39,Dead milk time,1.0,Multiparous
30604,20976,1,9,Connection attempt,2.0,Primiparous
30606,20976,1,10,Connection attempt,1.0,Primiparous
30625,20976,1,28,Dead milk time,4.0,Primiparous
30627,20976,1,29,Dead milk time,2.0,Primiparous
30633,20976,2,6,Dead milk time,1.0,Multiparous
30636,20976,2,8,Dead milk time,1.0,Multiparous
30639,20976,2,10,Dead milk time,1.0,Multiparous
30645,20976,2,15,Dead milk time,1.0,Multiparous
30650,20976,2,19,Dead milk time,1.0,Multiparous
30666,20978,2,9,Connection time,1.0,Multiparous
30669,20978,2,11,Connection time,1.0,Multiparous
30671,20978,2,12,Connection time,5.0,Multiparous
30675,20978,2,15,Connection time,5.0,Multiparous
30677,20978,2,16,Connection time,5.0,Multiparous
30680,20978,2,18,Connection attempt,1.0,Multiparous
30682,20978,2,19,Connection time,1.0,Multiparous
30684,20978,2,20,Connection time,1.0,Multiparous
30686,20978,2,21,Connection time,3.0,Multiparous
30687,20978,2,21,Dead milk time,2.0,Multiparous
30689,20978,2,22,Connection time,1.0,Multiparous
30691,20978,2,23,Connection time,2.0,Multiparous
30693,20978,2,24,Connection time,1.0,Multiparous
30695,20978,2,25,Connection time,2.0,Multiparous
30705,20978,2,34,Connection time,2.0,Multiparous
30707,20978,2,35,Connection time,1.0,Multiparous
30709,20978,2,36,Connection time,1.0,Multiparous
30711,20978,2,37,Connection time,1.0,Multiparous
30713,20978,2,38,Connection time,1.0,Multiparous
30716,20978,2,40,Connection time,2.0,Multiparous
30717,20978,2,40,Dead milk time,2.0,Multiparous
30719,20978,2,41,Dead milk time,3.0,Multiparous
30735,20984,2,15,Connection time,1.0,Multiparous
30740,20984,2,19,Connection time,1.0,Multiparous
30775,21009,2,12,Connection time,2.0,Multiparous
30781,21009,2,17,Connection time,1.0,Multiparous
30785,21009,2,20,Connection time,1.0,Multiparous
30787,21009,2,21,Connection time,4.0,Multiparous
30788,21009,2,21,Dead milk time,1.0,Multiparous
30796,21009,2,28,Connection time,1.0,Multiparous
30805,21010,1,8,Dead milk time,1.0,Primiparous
30816,21010,1,18,Connection attempt,1.0,Primiparous
30880,21012,2,3,Connection time,1.0,Multiparous
30881,21012,2,4,Dead milk time,1.0,Multiparous
30923,21016,2,7,Dead milk time,1.0,Multiparous
30933,21016,2,16,Dead milk time,1.0,Multiparous
30938,21016,2,20,Dead milk time,2.0,Multiparous
30940,21016,2,21,Dead milk time,2.0,Multiparous
30957,21025,1,3,Stopped by user,1.0,Primiparous
30959,21025,1,4,Stopped by user,1.0,Primiparous
30965,21025,1,9,Connection attempt,1.0,Primiparous
30968,21025,1,11,Connection attempt,1.0,Primiparous
30970,21025,1,12,Connection attempt,1.0,Primiparous
30972,21025,1,13,Connection attempt,1.0,Primiparous
30974,21025,1,14,Connection attempt,2.0,Primiparous
30977,21025,1,16,Connection attempt,1.0,Primiparous
30986,21025,1,24,Connection attempt,1.0,Primiparous
30988,21025,1,25,Connection attempt,1.0,Primiparous
30991,21025,1,27,Connection attempt,1.0,Primiparous
31012,21025,2,12,Dead milk time,1.0,Multiparous
31024,21025,2,23,Dead milk time,2.0,Multiparous
31026,21025,2,24,Dead milk time,1.0,Multiparous
31059,21026,1,21,Automatic robot stop,1.0,Primiparous
31110,21030,2,29,Dead milk time,1.0,Multiparous
31133,21041,2,15,Connection time,1.0,Multiparous
31139,21041,2,20,Connection time,1.0,Multiparous
31142,21041,2,22,Connection time,1.0,Multiparous
31164,21050,2,2,Connection time,1.0,Multiparous
31174,21050,2,11,Connection time,1.0,Multiparous
31175,21050,2,11,Dead milk time,2.0,Multiparous
31195,21050,2,30,Dead milk time,1.0,Multiparous
31197,21050,2,31,Connection time,1.0,Multiparous
31201,21050,2,34,Dead milk time,1.0,Multiparous
31213,21077,2,11,Automatic robot stop,1.0,Multiparous
31240,21089,1,5,Connection time,1.0,Primiparous
31246,21089,1,10,Other,1.0,Primiparous
31248,21089,1,11,Connection time,1.0,Primiparous
31251,21089,1,13,Connection attempt,1.0,Primiparous
31253,21089,1,14,Connection attempt,1.0,Primiparous
31279,21089,2,16,Dead milk time,1.0,Multiparous
31294,21094,1,8,Other,1.0,Primiparous
31298,21094,1,11,Stopped by user,1.0,Primiparous
31301,21094,1,13,Connection attempt,1.0,Primiparous
31302,21094,1,13,Connection time,1.0,Primiparous
31304,21094,1,14,Connection attempt,1.0,Primiparous
31312,21094,1,21,Dead milk time,1.0,Primiparous
31315,21094,1,23,Dead milk time,2.0,Primiparous
31322,21112,2,7,Dead milk time,1.0,Multiparous
31327,21112,2,11,Connection attempt,1.0,Multiparous
31332,21112,2,15,Dead milk time,1.0,Multiparous
31338,21112,2,20,Dead milk time,1.0,Multiparous
31340,21112,2,21,Dead milk time,3.0,Multiparous
31342,21112,2,22,Dead milk time,1.0,Multiparous
31344,21112,2,23,Dead milk time,1.0,Multiparous
31347,21112,2,25,Dead milk time,2.0,Multiparous
31349,21112,2,26,Dead milk time,2.0,Multiparous
31355,21112,2,31,Dead milk time,1.0,Multiparous
31403,21127,1,9,Connection time,1.0,Primiparous
31409,21127,1,14,Connection time,4.0,Primiparous
31411,21127,1,15,Connection time,4.0,Primiparous
31413,21127,1,16,Connection attempt,1.0,Primiparous
31414,21127,1,16,Connection time,7.0,Primiparous
31416,21127,1,17,Connection time,4.0,Primiparous
31418,21127,1,18,Connection attempt,4.0,Primiparous
31419,21127,1,18,Connection time,1.0,Primiparous
31421,21127,1,19,Connection time,1.0,Primiparous
31423,21127,1,20,Connection attempt,1.0,Primiparous
31424,21127,1,20,Connection time,1.0,Primiparous
31427,21127,1,22,Connection attempt,1.0,Primiparous
31458,21144,1,31,Dead milk time,2.0,Primiparous
31479,21144,2,11,Connection attempt,1.0,Multiparous
31501,21144,2,32,Dead milk time,1.0,Multiparous
31525,21152,2,14,Automatic robot stop,1.0,Multiparous
31528,21152,2,16,Dead milk time,1.0,Multiparous
31555,21153,2,13,Dead milk time,1.0,Multiparous
31582,21155,1,9,Connection attempt,1.0,Primiparous
31584,21155,1,10,Connection attempt,1.0,Primiparous
31587,21155,1,12,Connection attempt,1.0,Primiparous
31624,21155,2,17,Dead milk time,1.0,Multiparous
31638,21160,1,30,Dead milk time,1.0,Primiparous
31641,21160,1,32,Automatic robot stop,1.0,Primiparous
31650,21160,2,5,Connection attempt,1.0,Multiparous
31685,21163,2,23,Connection time,1.0,Multiparous
31686,21163,2,23,Dead milk time,2.0,Multiparous
31705,21174,2,11,Automatic robot stop,1.0,Multiparous
31709,21174,2,14,Connection attempt,1.0,Multiparous
31730,21174,2,34,Connection attempt,1.0,Multiparous
31738,21181,1,6,Connection attempt,1.0,Primiparous
31741,21181,1,8,Dead milk time,1.0,Primiparous
31743,21181,1,9,Connection attempt,1.0,Primiparous
31762,21181,1,27,Dead milk time,2.0,Primiparous
31773,21183,1,12,Connection attempt,1.0,Primiparous
31787,21183,1,25,Connection time,1.0,Primiparous
31790,21183,1,27,Connection time,1.0,Primiparous
31792,21183,1,28,Connection time,1.0,Primiparous
31793,21183,1,28,Dead milk time,1.0,Primiparous
31796,21183,1,30,Connection time,6.0,Primiparous
31798,21183,1,31,Connection time,1.0,Primiparous
31799,21183,1,31,Dead milk time,1.0,Primiparous
31801,21183,1,32,Connection time,3.0,Primiparous
31803,21183,1,33,Dead milk time,1.0,Primiparous
31804,21183,1,33,Other,1.0,Primiparous
31806,21183,1,34,Connection attempt,1.0,Primiparous
31807,21183,1,34,Connection time,1.0,Primiparous
31811,21183,1,37,Dead milk time,1.0,Primiparous
31819,21183,2,5,Connection time,1.0,Multiparous
31823,21183,2,8,Dead milk time,1.0,Multiparous
31828,21183,2,12,Dead milk time,1.0,Multiparous
31830,21183,2,13,Dead milk time,2.0,Multiparous
31832,21183,2,14,Dead milk time,1.0,Multiparous
31841,21183,2,22,Dead milk time,1.0,Multiparous
31846,21183,2,26,Dead milk time,1.0,Multiparous
31903,21202,1,14,Connection attempt,1.0,Primiparous
31926,21202,2,18,Dead milk time,1.0,Multiparous
31929,21202,2,20,Connection attempt,1.0,Multiparous
31931,21202,2,21,Dead milk time,1.0,Multiparous
31973,21217,1,14,Connection attempt,2.0,Primiparous
31975,21217,1,15,Connection attempt,2.0,Primiparous
31978,21217,1,17,Connection attempt,4.0,Primiparous
31987,21218,1,8,Dead milk time,1.0,Primiparous
31990,21218,1,10,Dead milk time,1.0,Primiparous
31996,21218,1,15,Dead milk time,1.0,Primiparous
31998,21218,1,16,Dead milk time,1.0,Primiparous
32003,21218,1,20,Dead milk time,1.0,Primiparous
32010,21218,1,26,Dead milk time,1.0,Primiparous
32012,21218,1,27,Dead milk time,1.0,Primiparous
32015,21218,1,29,Dead milk time,1.0,Primiparous
32017,21218,1,30,Dead milk time,1.0,Primiparous
32019,21218,1,31,Dead milk time,2.0,Primiparous
32021,21218,1,32,Dead milk time,3.0,Primiparous
32027,21218,1,37,Dead milk time,1.0,Primiparous
32029,21218,1,38,Connection time,1.0,Primiparous
32030,21218,1,38,Dead milk time,1.0,Primiparous
32033,21218,1,40,Dead milk time,1.0,Primiparous
32072,21219,2,9,Stopped by user,1.0,Multiparous
32114,21220,2,22,Connection time,1.0,Multiparous
32117,21220,2,24,Dead milk time,2.0,Multiparous
32120,21220,2,26,Connection time,1.0,Multiparous
32121,21220,2,26,Dead milk time,1.0,Multiparous
32144,21220,3,12,Connection attempt,1.0,Multiparous
32147,21220,3,14,Stopped by user,1.0,Multiparous
32171,21223,2,4,Connection time,1.0,Multiparous
32172,21223,2,4,Dead milk time,1.0,Multiparous
32180,21223,2,11,Dead milk time,1.0,Multiparous
32191,21223,2,21,Dead milk time,1.0,Multiparous
32193,21223,2,22,Connection time,1.0,Multiparous
32194,21223,2,22,Dead milk time,1.0,Multiparous
32211,21228,2,6,Dead milk time,1.0,Multiparous
32214,21228,2,8,Connection attempt,1.0,Multiparous
32232,21228,2,25,Connection time,1.0,Multiparous
32239,21228,2,31,Connection attempt,1.0,Multiparous
32240,21228,2,31,Connection time,1.0,Multiparous
32288,21232,1,20,Connection attempt,1.0,Primiparous
32290,21232,1,21,Connection attempt,2.0,Primiparous
32320,21233,2,5,Connection time,1.0,Multiparous
32336,21235,1,11,Dead milk time,1.0,Primiparous
32341,21235,1,15,Connection attempt,1.0,Primiparous
32343,21235,1,16,Dead milk time,1.0,Primiparous
32345,21235,1,17,Dead milk time,1.0,Primiparous
32387,21238,1,9,Connection attempt,1.0,Primiparous
32426,21250,2,17,Dead milk time,1.0,Multiparous
32430,21250,2,20,Dead milk time,1.0,Multiparous
32443,21250,2,32,Dead milk time,1.0,Multiparous
32445,21250,2,33,Dead milk time,1.0,Multiparous
32453,21251,2,3,Connection attempt,1.0,Multiparous
32456,21251,2,5,Connection attempt,1.0,Multiparous
32472,21251,2,20,Dead milk time,7.0,Multiparous
32533,21260,2,5,Automatic robot stop,1.0,Multiparous
32561,21287,2,7,Connection attempt,1.0,Multiparous
32562,21287,2,7,Connection time,1.0,Multiparous
32597,21288,2,9,Connection attempt,1.0,Multiparous
32598,21288,2,9,Connection time,1.0,Multiparous
32600,21288,2,10,Connection time,2.0,Multiparous
32602,21288,2,11,Connection time,1.0,Multiparous
32604,21288,2,12,Connection attempt,2.0,Multiparous
32605,21288,2,12,Connection time,5.0,Multiparous
32607,21288,2,13,Connection time,2.0,Multiparous
32610,21288,2,15,Connection attempt,1.0,Multiparous
32611,21288,2,15,Connection time,3.0,Multiparous
32613,21288,2,16,Connection time,5.0,Multiparous
32615,21288,2,17,Connection time,3.0,Multiparous
32617,21288,2,18,Connection time,4.0,Multiparous
32619,21288,2,19,Connection time,1.0,Multiparous
32632,21288,3,13,Connection time,1.0,Multiparous
32635,21288,3,15,Connection time,1.0,Multiparous
32642,21288,3,21,Automatic robot stop,1.0,Multiparous
32660,21301,2,9,Automatic robot stop,1.0,Multiparous
32672,21301,2,20,Connection attempt,1.0,Multiparous
32692,21314,2,2,Connection attempt,1.0,Multiparous
32698,21314,2,7,Dead milk time,3.0,Multiparous
32703,21314,2,11,Dead milk time,2.0,Multiparous
32713,21314,2,20,Dead milk time,1.0,Multiparous
32727,21314,2,33,Dead milk time,1.0,Multiparous
32747,21321,2,19,Connection attempt,1.0,Multiparous
32765,21325,1,7,Connection attempt,1.0,Primiparous
32767,21325,1,8,Connection attempt,1.0,Primiparous
32785,21325,1,25,Connection time,1.0,Primiparous
32791,21325,1,30,Dead milk time,1.0,Primiparous
32794,21325,1,32,Dead milk time,5.0,Primiparous
32796,21325,1,33,Dead milk time,5.0,Primiparous
32798,21325,1,34,Dead milk time,1.0,Primiparous
32800,21325,1,35,Dead milk time,2.0,Primiparous
32802,21325,1,36,Dead milk time,1.0,Primiparous
32825,21325,2,22,Connection attempt,1.0,Multiparous
32831,21325,2,27,Dead milk time,1.0,Multiparous
32838,21329,2,5,Connection attempt,2.0,Multiparous
32845,21329,2,11,Dead milk time,1.0,Multiparous
32847,21329,2,12,Dead milk time,1.0,Multiparous
32869,21330,1,3,Connection time,2.0,Primiparous
32873,21330,1,6,Connection attempt,1.0,Primiparous
32876,21330,1,8,Connection attempt,3.0,Primiparous
32878,21330,1,9,Connection attempt,1.0,Primiparous
32885,21330,1,15,Connection attempt,2.0,Primiparous
32887,21330,1,16,Connection attempt,1.0,Primiparous
32888,21330,1,16,Connection time,1.0,Primiparous
32890,21330,1,17,Connection attempt,1.0,Primiparous
32891,21330,1,17,Connection time,2.0,Primiparous
32893,21330,1,18,Connection attempt,1.0,Primiparous
