,Animal Number,gestation,weeks,Device Name,visit_results_new,failed_count,parity
19996,17978,3,39,Astronaut 113,Connection attempt,1.0,Multiparous
19998,17978,3,39,Astronaut 114,Connection time,1.0,Multiparous
19999,17978,3,39,Astronaut 115,Connection time,1.0,Multiparous
20001,17978,3,40,Astronaut 113,Connection time,1.0,Multiparous
20004,17978,3,41,Astronaut 113,Connection time,1.0,Multiparous
20006,17978,3,42,Astronaut 113,Connection attempt,1.0,Multiparous
20009,17978,3,43,Astronaut 113,Connection time,1.0,Multiparous
20017,17990,1,13,Astronaut 107,Dead milk time,1.0,Primiparous
20022,17990,1,17,Astronaut 107,Dead milk time,1.0,Primiparous
20041,17990,1,35,Astronaut 107,Dead milk time,2.0,Primiparous
20045,17990,1,38,Astronaut 107,Connection attempt,1.0,Primiparous
20053,17993,4,2,Astronaut 107,Connection time,1.0,Multiparous
20058,17993,4,3,Astronaut 109,Connection attempt,1.0,Multiparous
20059,17993,4,3,Astronaut 109,Dead milk time,1.0,Multiparous
20062,17993,4,4,Astronaut 108,Connection time,1.0,Multiparous
20064,17993,4,4,Astronaut 109,Connection time,1.0,Multiparous
20071,17993,4,6,Astronaut 109,Connection attempt,1.0,Multiparous
20075,17993,4,7,Astronaut 109,Connection attempt,2.0,Multiparous
20077,17993,4,8,Astronaut 107,Connection attempt,1.0,Multiparous
20081,17993,4,9,Astronaut 107,Connection time,2.0,Multiparous
20085,17993,4,10,Astronaut 107,Connection attempt,1.0,Multiparous
20088,17993,4,10,Astronaut 109,Connection time,1.0,Multiparous
20090,17993,4,11,Astronaut 107,Connection time,1.0,Multiparous
20094,17993,4,12,Astronaut 107,Connection time,2.0,Multiparous
20102,17993,4,14,Astronaut 108,Connection attempt,1.0,Multiparous
20105,17993,4,15,Astronaut 107,Connection attempt,1.0,Multiparous
20108,17993,4,15,Astronaut 109,Connection attempt,1.0,Multiparous
20109,17993,4,15,Astronaut 109,Connection time,1.0,Multiparous
20114,17993,4,17,Astronaut 107,Connection attempt,1.0,Multiparous
20118,17993,4,18,Astronaut 107,Connection attempt,1.0,Multiparous
20122,17993,4,19,Astronaut 107,Connection attempt,1.0,Multiparous
20132,17993,4,22,Astronaut 107,Connection attempt,2.0,Multiparous
20142,17993,4,25,Astronaut 107,Connection time,1.0,Multiparous
20245,17995,3,43,Astronaut 111,Stopped by user,1.0,Multiparous
20358,18020,3,24,Astronaut 105,Dead milk time,1.0,Multiparous
20365,18020,3,26,Astronaut 105,Connection attempt,1.0,Multiparous
20453,18022,1,26,Astronaut 111,Automatic robot stop,1.0,Primiparous
20553,18022,2,37,Astronaut 109,Automatic robot stop,1.0,Multiparous
20607,18022,3,21,Astronaut 105,Dead milk time,1.0,Multiparous
20616,18022,3,25,Astronaut 105,Connection attempt,1.0,Multiparous
20617,18022,3,25,Astronaut 105,Dead milk time,1.0,Multiparous
20690,18022,4,16,Astronaut 115,Dead milk time,1.0,Multiparous
20697,18026,4,3,Astronaut 102,Connection attempt,1.0,Multiparous
20699,18026,4,3,Astronaut 103,Automatic robot stop,1.0,Multiparous
20700,18026,4,3,Astronaut 103,Connection attempt,1.0,Multiparous
20704,18026,4,4,Astronaut 103,Connection attempt,2.0,Multiparous
20708,18026,4,5,Astronaut 103,Connection attempt,1.0,Multiparous
20710,18026,4,6,Astronaut 101,Connection time,1.0,Multiparous
20712,18026,4,6,Astronaut 102,Connection time,1.0,Multiparous
20715,18026,4,7,Astronaut 101,Connection attempt,3.0,Multiparous
20716,18026,4,7,Astronaut 101,Connection time,1.0,Multiparous
20718,18026,4,8,Astronaut 101,Connection attempt,2.0,Multiparous
20721,18026,4,8,Astronaut 103,Connection time,1.0,Multiparous
20723,18026,4,9,Astronaut 101,Connection attempt,1.0,Multiparous
20724,18026,4,9,Astronaut 101,Connection time,2.0,Multiparous
20728,18026,4,10,Astronaut 101,Connection time,1.0,Multiparous
20731,18026,4,11,Astronaut 101,Connection attempt,4.0,Multiparous
20732,18026,4,11,Astronaut 101,Connection time,2.0,Multiparous
20735,18026,4,11,Astronaut 103,Connection attempt,1.0,Multiparous
20737,18026,4,12,Astronaut 101,Connection attempt,4.0,Multiparous
20738,18026,4,12,Astronaut 101,Connection time,4.0,Multiparous
20740,18026,4,13,Astronaut 101,Connection attempt,3.0,Multiparous
20743,18026,4,14,Astronaut 101,Connection attempt,1.0,Multiparous
20744,18026,4,14,Astronaut 101,Connection time,1.0,Multiparous
20746,18026,4,15,Astronaut 101,Connection attempt,3.0,Multiparous
20747,18026,4,15,Astronaut 101,Connection time,3.0,Multiparous
20749,18026,4,16,Astronaut 101,Connection attempt,4.0,Multiparous
20750,18026,4,16,Astronaut 101,Connection time,6.0,Multiparous
20752,18026,4,17,Astronaut 101,Connection attempt,1.0,Multiparous
20753,18026,4,17,Astronaut 101,Connection time,2.0,Multiparous
20757,18026,4,18,Astronaut 101,Connection attempt,2.0,Multiparous
20759,18026,4,18,Astronaut 102,Connection time,2.0,Multiparous
20761,18026,4,18,Astronaut 103,Connection time,1.0,Multiparous
20763,18026,4,19,Astronaut 101,Connection attempt,1.0,Multiparous
20764,18026,4,19,Astronaut 101,Connection time,6.0,Multiparous
20766,18026,4,20,Astronaut 101,Connection attempt,2.0,Multiparous
20767,18026,4,20,Astronaut 101,Connection time,4.0,Multiparous
20770,18026,4,20,Astronaut 103,Connection attempt,1.0,Multiparous
20774,18026,4,21,Astronaut 103,Connection attempt,2.0,Multiparous
20776,18026,4,22,Astronaut 101,Connection attempt,2.0,Multiparous
20777,18026,4,22,Astronaut 101,Connection time,2.0,Multiparous
20783,18026,4,23,Astronaut 103,Connection time,2.0,Multiparous
20785,18026,4,24,Astronaut 101,Connection time,2.0,Multiparous
20789,18026,4,25,Astronaut 101,Connection time,1.0,Multiparous
20792,18026,4,25,Astronaut 103,Connection attempt,1.0,Multiparous
20794,18026,4,26,Astronaut 101,Connection time,1.0,Multiparous
20796,18026,4,26,Astronaut 102,Connection attempt,1.0,Multiparous
20805,18026,4,29,Astronaut 101,Connection attempt,1.0,Multiparous
20833,18033,1,41,Astronaut 113,Connection attempt,1.0,Primiparous
20836,18033,1,43,Astronaut 113,Connection attempt,1.0,Primiparous
20845,18033,4,2,Astronaut 106,Connection attempt,2.0,Multiparous
20871,18033,4,12,Astronaut 105,Connection attempt,1.0,Multiparous
20923,18038,3,30,Astronaut 118,Dead milk time,2.0,Multiparous
20943,18043,3,15,Astronaut 112,Connection attempt,1.0,Multiparous
20946,18043,3,16,Astronaut 112,Dead milk time,1.0,Multiparous
20950,18043,3,19,Astronaut 112,Connection attempt,1.0,Multiparous
20954,18043,3,22,Astronaut 112,Dead milk time,1.0,Multiparous
21070,18051,3,7,Astronaut 103,Dead milk time,1.0,Multiparous
21080,18051,3,10,Astronaut 103,Dead milk time,2.0,Multiparous
21155,18051,3,36,Astronaut 101,Connection attempt,1.0,Multiparous
21176,18051,3,42,Astronaut 105,Automatic robot stop,1.0,Multiparous
21272,18084,3,11,Astronaut 101,Connection attempt,1.0,Multiparous
21288,18084,3,25,Astronaut 101,Dead milk time,1.0,Multiparous
21291,18084,3,27,Astronaut 101,Connection attempt,1.0,Multiparous
21293,18084,3,28,Astronaut 101,Automatic robot stop,1.0,Multiparous
21296,18084,3,30,Astronaut 101,Dead milk time,2.0,Multiparous
21300,18084,3,33,Astronaut 101,Dead milk time,2.0,Multiparous
21343,18084,4,3,Astronaut 104,Connection time,1.0,Multiparous
21379,18085,3,15,Astronaut 107,Connection attempt,1.0,Multiparous
21383,18085,3,18,Astronaut 107,Dead milk time,1.0,Multiparous
21431,18088,1,13,Astronaut 109,Connection time,1.0,Primiparous
21440,18088,1,18,Astronaut 109,Connection time,1.0,Primiparous
21472,18088,1,33,Astronaut 109,Connection attempt,1.0,Primiparous
21475,18088,1,34,Astronaut 109,Stopped by user,1.0,Primiparous
21510,18088,1,51,Astronaut 109,Dead milk time,1.0,Primiparous
21591,18088,3,16,Astronaut 110,Automatic robot stop,1.0,Multiparous
21636,18088,3,31,Astronaut 110,Stopped by user,1.0,Multiparous
21692,18166,3,8,Astronaut 103,Connection attempt,1.0,Multiparous
21705,18166,3,14,Astronaut 103,Connection attempt,1.0,Multiparous
21714,18166,3,19,Astronaut 103,Dead milk time,3.0,Multiparous
21717,18166,3,20,Astronaut 102,Dead milk time,3.0,Multiparous
21718,18166,3,20,Astronaut 103,Connection attempt,1.0,Multiparous
21719,18166,3,20,Astronaut 103,Dead milk time,2.0,Multiparous
21733,18166,3,26,Astronaut 102,Dead milk time,1.0,Multiparous
21737,18166,3,27,Astronaut 102,Dead milk time,1.0,Multiparous
21751,18166,3,33,Astronaut 103,Connection time,1.0,Multiparous
21764,18166,3,39,Astronaut 112,Connection time,1.0,Multiparous
21773,18166,4,3,Astronaut 109,Connection attempt,1.0,Multiparous
21820,18168,3,7,Astronaut 114,Dead milk time,2.0,Multiparous
21833,18168,3,12,Astronaut 115,Dead milk time,1.0,Multiparous
21839,18168,3,14,Astronaut 114,Dead milk time,1.0,Multiparous
21921,18208,3,2,Astronaut 106,Dead milk time,1.0,Multiparous
21978,18208,3,34,Astronaut 105,Automatic robot stop,1.0,Multiparous
22037,18225,1,21,Astronaut 110,Other,1.0,Primiparous
22097,18225,2,24,Astronaut 104,Dead milk time,1.0,Multiparous
22131,18225,2,35,Astronaut 106,Dead milk time,1.0,Multiparous
22137,18225,2,37,Astronaut 105,Dead milk time,1.0,Multiparous
22176,18225,3,10,Astronaut 107,Dead milk time,1.0,Multiparous
22194,18225,3,15,Astronaut 109,Dead milk time,1.0,Multiparous
22206,18225,3,19,Astronaut 108,Dead milk time,1.0,Multiparous
22229,18225,3,27,Astronaut 107,Connection time,1.0,Multiparous
22231,18225,3,27,Astronaut 108,Dead milk time,1.0,Multiparous
22323,18246,3,26,Astronaut 105,Automatic robot stop,1.0,Multiparous
22330,18246,3,28,Astronaut 105,Automatic robot stop,1.0,Multiparous
22334,18246,3,29,Astronaut 105,Connection attempt,1.0,Multiparous
22339,18246,3,30,Astronaut 106,Dead milk time,1.0,Multiparous
22398,18246,3,50,Astronaut 104,Automatic robot stop,1.0,Multiparous
22429,18259,1,7,Astronaut 111,Connection time,1.0,Primiparous
22440,18259,1,12,Astronaut 111,Stopped by user,1.0,Primiparous
22467,18259,1,25,Astronaut 111,Stopped by user,1.0,Primiparous
22478,18259,1,30,Astronaut 111,Dead milk time,1.0,Primiparous
22479,18259,1,30,Astronaut 111,Stopped by user,1.0,Primiparous
22486,18259,1,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
22491,18259,1,34,Astronaut 111,Connection attempt,1.0,Primiparous
22492,18259,1,34,Astronaut 111,Connection time,1.0,Primiparous
22552,18259,2,16,Astronaut 105,Connection attempt,1.0,Multiparous
22568,18259,2,23,Astronaut 105,Stopped by user,1.0,Multiparous
22612,18259,2,43,Astronaut 104,Connection time,2.0,Multiparous
22614,18259,2,43,Astronaut 105,Connection time,2.0,Multiparous
22617,18259,2,44,Astronaut 104,Connection time,1.0,Multiparous
22619,18259,2,44,Astronaut 105,Connection time,2.0,Multiparous
22762,18263,3,9,Astronaut 107,Automatic robot stop,1.0,Multiparous
22810,18263,3,25,Astronaut 107,Dead milk time,1.0,Multiparous
22881,18284,3,4,Astronaut 103,Connection attempt,1.0,Multiparous
22884,18284,3,5,Astronaut 102,Dead milk time,1.0,Multiparous
22894,18284,3,11,Astronaut 101,Connection time,1.0,Multiparous
22896,18284,3,11,Astronaut 102,Dead milk time,1.0,Multiparous
22898,18284,3,11,Astronaut 103,Dead milk time,1.0,Multiparous
22900,18284,3,12,Astronaut 102,Dead milk time,1.0,Multiparous
22902,18284,3,12,Astronaut 103,Dead milk time,1.0,Multiparous
22908,18284,3,15,Astronaut 101,Dead milk time,1.0,Multiparous
22910,18284,3,15,Astronaut 102,Dead milk time,2.0,Multiparous
22912,18284,3,15,Astronaut 103,Dead milk time,1.0,Multiparous
22915,18295,3,3,Astronaut 101,Dead milk time,1.0,Multiparous
22921,18295,3,6,Astronaut 101,Connection attempt,1.0,Multiparous
22929,18295,3,13,Astronaut 101,Automatic robot stop,1.0,Multiparous
22948,18295,3,30,Astronaut 104,Connection time,1.0,Multiparous
22950,18295,3,30,Astronaut 105,Dead milk time,1.0,Multiparous
22953,18295,3,31,Astronaut 104,Connection time,3.0,Multiparous
22956,18295,3,31,Astronaut 106,Connection time,3.0,Multiparous
22958,18295,3,32,Astronaut 104,Connection time,3.0,Multiparous
22959,18295,3,32,Astronaut 104,Dead milk time,1.0,Multiparous
22961,18295,3,32,Astronaut 105,Connection time,3.0,Multiparous
22963,18295,3,32,Astronaut 106,Connection time,1.0,Multiparous
22969,18307,1,4,Astronaut 111,Connection attempt,1.0,Primiparous
22994,18307,1,16,Astronaut 110,Automatic robot stop,1.0,Primiparous
22998,18307,1,17,Astronaut 110,Connection time,1.0,Primiparous
23010,18307,1,26,Astronaut 110,Dead milk time,1.0,Primiparous
23086,18307,3,12,Astronaut 107,Automatic robot stop,1.0,Multiparous
23143,18318,3,2,Astronaut 103,Dead milk time,1.0,Multiparous
23146,18318,3,3,Astronaut 103,Dead milk time,1.0,Multiparous
23152,18318,3,5,Astronaut 103,Dead milk time,2.0,Multiparous
23155,18318,3,6,Astronaut 103,Dead milk time,1.0,Multiparous
23161,18318,3,8,Astronaut 102,Dead milk time,1.0,Multiparous
23164,18318,3,9,Astronaut 101,Dead milk time,1.0,Multiparous
23170,18318,3,11,Astronaut 102,Dead milk time,1.0,Multiparous
23177,18318,3,13,Astronaut 102,Dead milk time,2.0,Multiparous
23200,18318,3,22,Astronaut 106,Dead milk time,1.0,Multiparous
23226,18318,3,31,Astronaut 106,Dead milk time,1.0,Multiparous
23272,18321,1,11,Astronaut 115,Connection time,1.0,Primiparous
23275,18321,1,12,Astronaut 114,Other,1.0,Primiparous
23277,18321,1,12,Astronaut 115,Connection time,1.0,Primiparous
23282,18321,1,14,Astronaut 114,Connection time,1.0,Primiparous
23290,18321,1,17,Astronaut 114,Connection attempt,1.0,Primiparous
23304,18321,2,6,Astronaut 102,Connection time,2.0,Multiparous
23308,18321,2,7,Astronaut 102,Connection time,3.0,Multiparous
23310,18321,2,7,Astronaut 103,Connection time,1.0,Multiparous
23315,18321,2,9,Astronaut 102,Connection attempt,1.0,Multiparous
23400,18321,3,2,Astronaut 116,Dead milk time,1.0,Multiparous
23439,18321,3,15,Astronaut 110,Connection attempt,1.0,Multiparous
23528,18324,1,5,Astronaut 107,Connection time,1.0,Primiparous
23558,18324,1,24,Astronaut 107,Connection time,1.0,Primiparous
23562,18324,1,26,Astronaut 108,Other,1.0,Primiparous
23573,18324,1,35,Astronaut 107,Connection time,1.0,Primiparous
23604,18324,2,15,Astronaut 107,Dead milk time,1.0,Multiparous
23607,18324,2,17,Astronaut 107,Dead milk time,1.0,Multiparous
23633,18324,2,41,Astronaut 107,Connection attempt,1.0,Multiparous
23674,18324,3,10,Astronaut 113,Connection time,1.0,Multiparous
23700,18324,3,20,Astronaut 113,Connection attempt,1.0,Multiparous
23709,18324,3,23,Astronaut 113,Connection attempt,1.0,Multiparous
23775,18324,3,47,Astronaut 113,Dead milk time,1.0,Multiparous
23807,18348,1,7,Astronaut 115,Automatic robot stop,1.0,Primiparous
23849,18348,1,28,Astronaut 114,Connection time,1.0,Primiparous
23857,18348,1,30,Astronaut 115,Connection attempt,1.0,Primiparous
23864,18348,1,33,Astronaut 113,Connection time,1.0,Primiparous
23890,18348,1,46,Astronaut 113,Connection time,1.0,Primiparous
23892,18348,1,46,Astronaut 114,Dead milk time,1.0,Primiparous
23904,18348,1,50,Astronaut 113,Connection time,1.0,Primiparous
23905,18348,1,50,Astronaut 113,Dead milk time,2.0,Primiparous
23907,18348,1,50,Astronaut 114,Connection time,1.0,Primiparous
23908,18348,1,50,Astronaut 114,Dead milk time,1.0,Primiparous
23912,18348,1,51,Astronaut 114,Connection time,1.0,Primiparous
23916,18348,1,52,Astronaut 114,Automatic robot stop,1.0,Primiparous
23925,18348,1,55,Astronaut 113,Connection time,1.0,Primiparous
23927,18348,1,55,Astronaut 114,Connection time,1.0,Primiparous
23928,18348,1,55,Astronaut 114,Dead milk time,1.0,Primiparous
23930,18348,1,55,Astronaut 115,Connection time,1.0,Primiparous
23932,18348,1,56,Astronaut 113,Connection time,3.0,Primiparous
23934,18348,1,56,Astronaut 114,Dead milk time,1.0,Primiparous
23940,18348,1,58,Astronaut 113,Connection time,1.0,Primiparous
23942,18348,1,58,Astronaut 114,Connection time,1.0,Primiparous
23944,18348,1,58,Astronaut 115,Connection time,1.0,Primiparous
23948,18348,1,60,Astronaut 113,Dead milk time,1.0,Primiparous
23960,18348,2,4,Astronaut 117,Dead milk time,1.0,Multiparous
23963,18348,2,5,Astronaut 116,Connection time,1.0,Multiparous
23976,18348,2,9,Astronaut 116,Connection time,2.0,Multiparous
24001,18348,2,17,Astronaut 116,Connection time,1.0,Multiparous
24011,18348,2,20,Astronaut 116,Connection time,1.0,Multiparous
24014,18348,2,20,Astronaut 118,Connection time,1.0,Multiparous
24040,18348,2,29,Astronaut 116,Connection time,1.0,Multiparous
24043,18348,2,29,Astronaut 118,Connection time,2.0,Multiparous
24046,18348,2,30,Astronaut 117,Connection time,1.0,Multiparous
24056,18348,2,33,Astronaut 117,Automatic robot stop,1.0,Multiparous
24058,18348,2,34,Astronaut 116,Automatic robot stop,1.0,Multiparous
24062,18348,2,35,Astronaut 116,Dead milk time,1.0,Multiparous
24072,18348,2,38,Astronaut 116,Connection time,1.0,Multiparous
24076,18348,2,39,Astronaut 116,Connection time,1.0,Multiparous
24078,18348,2,39,Astronaut 117,Connection time,1.0,Multiparous
24082,18348,2,40,Astronaut 117,Connection time,1.0,Multiparous
24097,18348,2,45,Astronaut 117,Dead milk time,1.0,Multiparous
24100,18348,2,46,Astronaut 117,Dead milk time,1.0,Multiparous
24104,18348,2,47,Astronaut 117,Connection time,1.0,Multiparous
24108,18348,2,48,Astronaut 117,Automatic robot stop,1.0,Multiparous
24109,18348,2,48,Astronaut 117,Dead milk time,1.0,Multiparous
24113,18348,2,49,Astronaut 117,Dead milk time,1.0,Multiparous
24117,18348,2,50,Astronaut 117,Dead milk time,1.0,Multiparous
24124,18348,3,2,Astronaut 108,Connection time,1.0,Multiparous
24155,18348,3,12,Astronaut 108,Connection time,1.0,Multiparous
24157,18348,3,12,Astronaut 109,Connection time,1.0,Multiparous
24159,18348,3,13,Astronaut 107,Connection time,2.0,Multiparous
24178,18348,3,19,Astronaut 107,Connection time,1.0,Multiparous
24198,18348,3,25,Astronaut 108,Dead milk time,1.0,Multiparous
24203,18348,3,26,Astronaut 109,Dead milk time,1.0,Multiparous
24224,18348,3,31,Astronaut 109,Connection time,1.0,Multiparous
24228,18348,3,32,Astronaut 109,Connection time,1.0,Multiparous
24231,18348,3,33,Astronaut 108,Connection time,1.0,Multiparous
24232,18348,3,33,Astronaut 108,Dead milk time,1.0,Multiparous
24236,18348,3,34,Astronaut 108,Connection time,1.0,Multiparous
24238,18348,3,34,Astronaut 109,Connection time,1.0,Multiparous
24241,18348,3,35,Astronaut 108,Connection time,1.0,Multiparous
24246,18348,3,36,Astronaut 109,Connection time,1.0,Multiparous
24308,18351,2,20,Astronaut 108,Connection time,1.0,Multiparous
24311,18351,2,21,Astronaut 107,Connection attempt,1.0,Multiparous
24327,18351,2,27,Astronaut 108,Dead milk time,1.0,Multiparous
24351,18351,2,38,Astronaut 109,Automatic robot stop,1.0,Multiparous
24376,18351,2,49,Astronaut 107,Connection time,1.0,Multiparous
24388,18351,3,5,Astronaut 102,Dead milk time,1.0,Multiparous
24421,18351,3,23,Astronaut 106,Connection time,1.0,Multiparous
24424,18351,3,25,Astronaut 106,Dead milk time,1.0,Multiparous
24436,18351,3,36,Astronaut 106,Dead milk time,1.0,Multiparous
24438,18351,3,37,Astronaut 106,Connection time,1.0,Multiparous
24439,18351,3,37,Astronaut 106,Dead milk time,1.0,Multiparous
24441,18351,3,38,Astronaut 106,Connection time,1.0,Multiparous
24443,18351,3,39,Astronaut 106,Connection time,1.0,Multiparous
24444,18351,3,39,Astronaut 106,Dead milk time,1.0,Multiparous
24448,18351,3,42,Astronaut 106,Dead milk time,1.0,Multiparous
24493,18361,2,11,Astronaut 117,Automatic robot stop,1.0,Multiparous
24557,18361,2,42,Astronaut 116,Dead milk time,1.0,Multiparous
24579,18361,3,2,Astronaut 109,Automatic robot stop,1.0,Multiparous
24582,18361,3,3,Astronaut 109,Connection attempt,1.0,Multiparous
24583,18361,3,3,Astronaut 109,Dead milk time,2.0,Multiparous
24587,18361,3,4,Astronaut 109,Dead milk time,1.0,Multiparous
24590,18361,3,5,Astronaut 109,Connection attempt,1.0,Multiparous
24602,18361,3,9,Astronaut 109,Connection attempt,1.0,Multiparous
24656,18361,3,27,Astronaut 109,Automatic robot stop,1.0,Multiparous
24740,18367,3,15,Astronaut 104,Connection time,1.0,Multiparous
24744,18367,3,16,Astronaut 104,Dead milk time,1.0,Multiparous
24751,18367,3,19,Astronaut 105,Connection attempt,1.0,Multiparous
24757,18367,3,21,Astronaut 105,Connection attempt,1.0,Multiparous
24818,18374,1,5,Astronaut 107,Connection time,1.0,Primiparous
24826,18374,1,12,Astronaut 107,Connection attempt,1.0,Primiparous
24841,18374,1,26,Astronaut 107,Connection attempt,1.0,Primiparous
24842,18374,1,26,Astronaut 107,Connection time,2.0,Primiparous
24844,18374,1,27,Astronaut 107,Connection time,2.0,Primiparous
24846,18374,1,28,Astronaut 107,Connection attempt,1.0,Primiparous
24848,18374,1,29,Astronaut 107,Connection attempt,1.0,Primiparous
24849,18374,1,29,Astronaut 107,Connection time,1.0,Primiparous
24851,18374,1,30,Astronaut 107,Connection time,1.0,Primiparous
24853,18374,1,30,Astronaut 109,Connection time,1.0,Primiparous
24863,18387,3,11,Astronaut 101,Dead milk time,3.0,Multiparous
24867,18387,3,14,Astronaut 101,Dead milk time,1.0,Multiparous
24869,18387,3,15,Astronaut 101,Dead milk time,2.0,Multiparous
24871,18387,3,16,Astronaut 101,Dead milk time,6.0,Multiparous
24873,18387,3,17,Astronaut 101,Dead milk time,3.0,Multiparous
24879,18387,3,21,Astronaut 102,Dead milk time,1.0,Multiparous
24883,18387,3,22,Astronaut 102,Dead milk time,2.0,Multiparous
24908,18387,3,29,Astronaut 106,Dead milk time,1.0,Multiparous
24912,18387,3,31,Astronaut 104,Dead milk time,1.0,Multiparous
24914,18387,3,31,Astronaut 105,Dead milk time,1.0,Multiparous
25302,18401,3,14,Astronaut 118,Connection time,1.0,Multiparous
25336,18401,3,27,Astronaut 117,Connection attempt,1.0,Multiparous
25382,18414,1,15,Astronaut 109,Automatic robot stop,1.0,Primiparous
25392,18414,1,23,Astronaut 108,Dead milk time,1.0,Primiparous
25394,18414,1,23,Astronaut 109,Connection attempt,1.0,Primiparous
25395,18414,1,23,Astronaut 109,Connection time,1.0,Primiparous
25410,18414,1,38,Astronaut 109,Dead milk time,1.0,Primiparous
25516,18414,2,48,Astronaut 117,Stopped by user,1.0,Multiparous
25533,18458,1,3,Astronaut 115,Connection time,1.0,Primiparous
25538,18458,1,5,Astronaut 115,Connection time,1.0,Primiparous
25572,18458,1,19,Astronaut 115,Stopped by user,1.0,Primiparous
25619,18458,1,44,Astronaut 113,Connection attempt,1.0,Primiparous
25698,18458,2,33,Astronaut 107,Dead milk time,1.0,Multiparous
25769,18458,3,28,Astronaut 110,Connection time,2.0,Multiparous
25771,18458,3,28,Astronaut 111,Connection time,3.0,Multiparous
25773,18458,3,28,Astronaut 112,Dead milk time,1.0,Multiparous
25776,18458,3,29,Astronaut 111,Connection time,4.0,Multiparous
25778,18458,3,30,Astronaut 110,Connection time,3.0,Multiparous
25780,18458,3,30,Astronaut 111,Connection time,2.0,Multiparous
25783,18458,3,31,Astronaut 110,Connection time,1.0,Multiparous
25785,18458,3,31,Astronaut 111,Connection time,3.0,Multiparous
25788,18458,3,32,Astronaut 110,Connection time,2.0,Multiparous
25790,18458,3,32,Astronaut 111,Connection time,6.0,Multiparous
25791,18458,3,32,Astronaut 111,Dead milk time,1.0,Multiparous
25795,18458,3,33,Astronaut 111,Dead milk time,6.0,Multiparous
25797,18458,3,34,Astronaut 110,Dead milk time,1.0,Multiparous
25799,18458,3,34,Astronaut 111,Dead milk time,3.0,Multiparous
25800,18458,3,35,Astronaut 110,Dead milk time,1.0,Multiparous
25802,18458,3,35,Astronaut 111,Dead milk time,4.0,Multiparous
25803,18458,3,36,Astronaut 110,Dead milk time,5.0,Multiparous
25805,18458,3,36,Astronaut 112,Dead milk time,1.0,Multiparous
25807,18458,3,37,Astronaut 110,Dead milk time,4.0,Multiparous
25809,18458,3,37,Astronaut 111,Dead milk time,1.0,Multiparous
25811,18458,3,37,Astronaut 112,Dead milk time,2.0,Multiparous
25813,18458,3,38,Astronaut 110,Dead milk time,3.0,Multiparous
25815,18458,3,38,Astronaut 111,Connection time,3.0,Multiparous
25816,18458,3,38,Astronaut 111,Dead milk time,1.0,Multiparous
25819,18458,3,39,Astronaut 110,Connection time,2.0,Multiparous
25820,18458,3,39,Astronaut 110,Dead milk time,1.0,Multiparous
25822,18458,3,39,Astronaut 111,Dead milk time,2.0,Multiparous
25824,18458,3,39,Astronaut 112,Connection time,1.0,Multiparous
25826,18458,3,40,Astronaut 110,Dead milk time,3.0,Multiparous
25828,18458,3,40,Astronaut 111,Connection time,1.0,Multiparous
25837,18458,3,43,Astronaut 111,Dead milk time,1.0,Multiparous
25865,18463,2,9,Astronaut 107,Connection time,1.0,Multiparous
25902,18463,2,21,Astronaut 107,Dead milk time,1.0,Multiparous
25990,18463,2,50,Astronaut 114,Connection time,1.0,Multiparous
26128,18474,2,7,Astronaut 105,Dead milk time,1.0,Multiparous
26295,18474,3,29,Astronaut 117,Dead milk time,1.0,Multiparous
26327,18474,3,42,Astronaut 116,Dead milk time,1.0,Multiparous
26465,18479,3,12,Astronaut 108,Dead milk time,1.0,Multiparous
26470,18479,3,13,Astronaut 109,Connection attempt,1.0,Multiparous
26567,18484,3,3,Astronaut 105,Connection time,1.0,Multiparous
26571,18484,3,4,Astronaut 105,Connection attempt,4.0,Multiparous
26663,18489,1,3,Astronaut 115,Dead milk time,1.0,Primiparous
26667,18489,1,4,Astronaut 115,Stopped by user,1.0,Primiparous
26747,18489,1,44,Astronaut 114,Dead milk time,1.0,Primiparous
26753,18489,1,46,Astronaut 114,Dead milk time,1.0,Primiparous
26774,18489,1,54,Astronaut 115,Dead milk time,1.0,Primiparous
26844,18489,3,2,Astronaut 101,Dead milk time,1.0,Multiparous
26908,18489,3,25,Astronaut 116,Connection attempt,1.0,Multiparous
26968,18519,1,5,Astronaut 115,Stopped by user,1.0,Primiparous
26985,18519,1,13,Astronaut 115,Connection time,1.0,Primiparous
26990,18519,1,15,Astronaut 115,Connection attempt,1.0,Primiparous
26993,18519,1,16,Astronaut 114,Dead milk time,2.0,Primiparous
26995,18519,1,16,Astronaut 115,Dead milk time,1.0,Primiparous
26998,18519,1,17,Astronaut 114,Connection time,1.0,Primiparous
27002,18519,1,19,Astronaut 113,Automatic robot stop,1.0,Primiparous
27004,18519,1,19,Astronaut 114,Connection time,1.0,Primiparous
27008,18519,1,20,Astronaut 114,Connection time,2.0,Primiparous
27010,18519,1,20,Astronaut 115,Connection time,1.0,Primiparous
27013,18519,1,21,Astronaut 114,Automatic robot stop,1.0,Primiparous
27014,18519,1,21,Astronaut 114,Connection time,3.0,Primiparous
27020,18519,1,23,Astronaut 115,Connection time,1.0,Primiparous
27039,18519,1,35,Astronaut 114,Connection time,1.0,Primiparous
27042,18519,1,36,Astronaut 113,Dead milk time,1.0,Primiparous
27044,18519,1,36,Astronaut 114,Connection time,1.0,Primiparous
