,Animal Number,gestation,weeks,Device Name,visit_results_new,failed_count,parity
55040,20222,2,10,Astronaut 105,Dead milk time,1.0,Multiparous
55067,20222,2,21,Astronaut 105,Dead milk time,1.0,Multiparous
55076,20222,2,25,Astronaut 105,Dead milk time,1.0,Multiparous
55083,20222,2,28,Astronaut 105,Automatic robot stop,1.0,Multiparous
55106,20222,2,36,Astronaut 105,Dead milk time,1.0,Multiparous
55110,20222,2,37,Astronaut 105,Dead milk time,1.0,Multiparous
55136,20224,1,9,Astronaut 115,Automatic robot stop,1.0,Primiparous
55170,20224,1,35,Astronaut 113,Connection attempt,1.0,Primiparous
55179,20224,1,41,Astronaut 113,Dead milk time,1.0,Primiparous
55186,20224,2,2,Astronaut 107,Connection attempt,1.0,Multiparous
55214,20224,2,17,Astronaut 113,Dead milk time,2.0,Multiparous
55217,20224,2,18,Astronaut 113,Dead milk time,1.0,Multiparous
55263,20224,2,37,Astronaut 113,Dead milk time,1.0,Multiparous
55279,20224,2,44,Astronaut 113,Connection time,1.0,Multiparous
55309,20227,1,5,Astronaut 113,Connection attempt,1.0,Primiparous
55314,20227,1,6,Astronaut 114,Connection time,1.0,Primiparous
55326,20227,1,10,Astronaut 113,Connection attempt,1.0,Primiparous
55329,20227,1,10,Astronaut 115,Dead milk time,1.0,Primiparous
55333,20227,1,12,Astronaut 113,Connection attempt,1.0,Primiparous
55341,20227,1,14,Astronaut 115,Connection attempt,1.0,Primiparous
55357,20227,1,20,Astronaut 113,Connection time,1.0,Primiparous
55389,20227,1,30,Astronaut 115,Connection attempt,1.0,Primiparous
55413,20227,1,39,Astronaut 113,Connection attempt,1.0,Primiparous
55432,20227,1,45,Astronaut 113,Connection attempt,1.0,Primiparous
55461,20227,1,54,Astronaut 114,Dead milk time,1.0,Primiparous
55464,20227,1,55,Astronaut 113,Connection time,1.0,Primiparous
55466,20227,1,55,Astronaut 114,Dead milk time,1.0,Primiparous
55476,20227,1,58,Astronaut 114,Dead milk time,1.0,Primiparous
55493,20227,2,5,Astronaut 118,Dead milk time,1.0,Multiparous
55635,20230,2,3,Astronaut 102,Dead milk time,1.0,Multiparous
55725,20230,2,35,Astronaut 110,Connection attempt,1.0,Multiparous
55726,20230,2,35,Astronaut 110,Dead milk time,1.0,Multiparous
55728,20230,2,35,Astronaut 111,Connection attempt,2.0,Multiparous
55731,20230,2,36,Astronaut 110,Connection attempt,1.0,Multiparous
55732,20230,2,36,Astronaut 110,Connection time,1.0,Multiparous
55813,20257,1,30,Astronaut 110,Dead milk time,1.0,Primiparous
55844,20257,1,40,Astronaut 110,Dead milk time,2.0,Primiparous
55848,20257,1,41,Astronaut 110,Dead milk time,1.0,Primiparous
55891,20257,2,11,Astronaut 106,Dead milk time,1.0,Multiparous
55902,20257,2,15,Astronaut 104,Dead milk time,1.0,Multiparous
55907,20257,2,16,Astronaut 105,Automatic robot stop,1.0,Multiparous
55919,20257,2,20,Astronaut 104,Connection attempt,1.0,Multiparous
55943,20257,2,28,Astronaut 104,Dead milk time,1.0,Multiparous
