,Animal Number,gestation,months,weeks,correct_pen,Device Name,visit_results_new,failed_count,parity
51412,19564,3,4,13,30,Astronaut 101,Dead milk time,1.0,Multiparous
51476,19564,3,8,32,30,Astronaut 102,Connection time,1.0,Multiparous
51477,19564,3,8,32,30,Astronaut 102,Dead milk time,1.0,Multiparous
51479,19564,3,8,32,30,Astronaut 103,Dead milk time,1.0,Multiparous
51488,19567,3,2,4,30,Astronaut 101,Connection time,1.0,Multiparous
51536,19574,2,2,4,35,Astronaut 117,Connection time,1.0,Multiparous
51545,19574,2,3,8,35,Astronaut 118,Connection time,1.0,Multiparous
51615,19574,2,10,39,35,Astronaut 117,Connection time,1.0,Multiparous
51617,19574,2,10,40,35,Astronaut 116,Connection time,1.0,Multiparous
51621,19574,2,10,41,35,Astronaut 116,Connection time,1.0,Multiparous
51623,19574,2,10,41,35,Astronaut 117,Connection time,2.0,Multiparous
51645,19574,3,2,4,30,Astronaut 103,Connection attempt,1.0,Multiparous
51647,19574,3,2,5,30,Astronaut 101,Connection time,1.0,Multiparous
51660,19574,3,3,8,30,Astronaut 101,Dead milk time,2.0,Multiparous
51665,19574,3,3,9,30,Astronaut 102,Dead milk time,1.0,Multiparous
51804,19575,1,10,38,34,Astronaut 114,Dead milk time,1.0,Primiparous
51903,19575,3,4,16,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
51918,19575,3,5,20,32,Astronaut 108,Connection time,1.0,Multiparous
51963,19576,2,8,30,32,Astronaut 109,Connection attempt,1.0,Multiparous
51972,19576,2,9,33,32,Astronaut 109,Dead milk time,1.0,Multiparous
51981,19576,2,9,37,32,Astronaut 109,Dead milk time,1.0,Multiparous
51988,19576,2,10,40,32,Astronaut 108,Connection time,1.0,Multiparous
51990,19576,2,10,40,32,Astronaut 109,Dead milk time,1.0,Multiparous
51993,19576,2,10,41,32,Astronaut 109,Dead milk time,1.0,Multiparous
51998,19576,2,11,42,32,Astronaut 109,Connection attempt,1.0,Multiparous
52010,19581,3,2,5,30,Astronaut 101,Dead milk time,1.0,Multiparous
52021,19581,3,4,13,30,Astronaut 101,Dead milk time,2.0,Multiparous
52023,19581,3,4,14,30,Astronaut 101,Dead milk time,1.0,Multiparous
52029,19581,3,5,18,30,Astronaut 101,Connection time,1.0,Multiparous
52030,19581,3,5,18,30,Astronaut 101,Dead milk time,1.0,Multiparous
52032,19581,3,5,19,30,Astronaut 101,Dead milk time,1.0,Multiparous
52036,19581,3,6,22,30,Astronaut 101,Dead milk time,2.0,Multiparous
52038,19581,3,6,23,30,Astronaut 101,Connection time,5.0,Multiparous
52039,19581,3,6,23,30,Astronaut 101,Dead milk time,2.0,Multiparous
52041,19581,3,6,24,30,Astronaut 101,Connection time,5.0,Multiparous
52042,19581,3,6,24,30,Astronaut 101,Dead milk time,1.0,Multiparous
52119,19632,2,8,31,31,Astronaut 105,Dead milk time,2.0,Multiparous
52124,19632,2,8,32,31,Astronaut 106,Dead milk time,1.0,Multiparous
52143,19632,2,9,37,31,Astronaut 106,Dead milk time,1.0,Multiparous
52160,19632,2,11,43,31,Astronaut 105,Dead milk time,1.0,Multiparous
52162,19632,2,11,43,31,Astronaut 106,Dead milk time,1.0,Multiparous
52165,19632,2,11,44,31,Astronaut 105,Dead milk time,2.0,Multiparous
52178,19632,3,2,4,30,Astronaut 101,Dead milk time,1.0,Multiparous
52219,19632,3,4,15,30,Astronaut 103,Dead milk time,1.0,Multiparous
52487,19650,1,4,13,35,Astronaut 117,Dead milk time,1.0,Primiparous
52503,19650,1,5,17,35,Astronaut 117,Dead milk time,1.0,Primiparous
52671,19655,2,3,9,30,Astronaut 102,Dead milk time,1.0,Multiparous
52673,19655,2,3,9,30,Astronaut 103,Dead milk time,1.0,Multiparous
52685,19655,2,4,13,30,Astronaut 102,Dead milk time,1.0,Multiparous
52701,19655,2,5,18,30,Astronaut 102,Dead milk time,1.0,Multiparous
52703,19655,2,5,18,30,Astronaut 103,Dead milk time,1.0,Multiparous
52707,19655,2,5,19,30,Astronaut 103,Dead milk time,1.0,Multiparous
52714,19655,2,6,21,30,Astronaut 102,Dead milk time,1.0,Multiparous
52716,19655,2,6,21,30,Astronaut 103,Dead milk time,1.0,Multiparous
52759,19655,2,9,36,30,Astronaut 101,Automatic robot stop,1.0,Multiparous
52947,19681,1,9,35,33,Astronaut 112,Connection attempt,1.0,Primiparous
52999,19681,2,2,6,30,Astronaut 103,Dead milk time,1.0,Multiparous
53014,19681,2,3,10,30,Astronaut 103,Dead milk time,1.0,Multiparous
53029,19681,2,4,14,30,Astronaut 103,Connection attempt,1.0,Multiparous
53030,19681,2,4,14,30,Astronaut 103,Dead milk time,1.0,Multiparous
53032,19681,2,4,15,30,Astronaut 101,Connection time,2.0,Multiparous
53033,19681,2,4,15,30,Astronaut 101,Dead milk time,1.0,Multiparous
53035,19681,2,4,15,30,Astronaut 102,Dead milk time,1.0,Multiparous
53037,19681,2,4,15,30,Astronaut 103,Dead milk time,1.0,Multiparous
53046,19681,2,5,17,30,Astronaut 102,Dead milk time,1.0,Multiparous
53048,19681,2,5,17,30,Astronaut 103,Dead milk time,2.0,Multiparous
53054,19681,2,5,19,30,Astronaut 102,Dead milk time,1.0,Multiparous
53085,19681,2,7,29,34,Astronaut 113,Dead milk time,1.0,Multiparous
53086,19681,2,7,29,34,Astronaut 114,Dead milk time,1.0,Multiparous
53114,19691,1,2,7,33,Astronaut 111,Connection attempt,1.0,Primiparous
53158,19691,1,6,22,33,Astronaut 110,Connection attempt,1.0,Primiparous
53201,19691,1,10,38,33,Astronaut 110,Connection time,1.0,Primiparous
53203,19691,1,10,38,33,Astronaut 111,Dead milk time,1.0,Primiparous
53263,19694,3,2,5,33,Astronaut 111,Connection attempt,1.0,Multiparous
53340,19696,3,2,7,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
53343,19696,3,3,8,31,Astronaut 105,Connection attempt,1.0,Multiparous
53366,19706,1,2,3,33,Astronaut 111,Connection attempt,1.0,Primiparous
53643,19706,3,2,5,30,Astronaut 103,Connection attempt,1.0,Multiparous
53654,19706,3,3,8,30,Astronaut 103,Connection attempt,2.0,Multiparous
53659,19706,3,3,10,30,Astronaut 101,Connection attempt,1.0,Multiparous
53672,19706,3,4,13,30,Astronaut 102,Dead milk time,1.0,Multiparous
53759,19710,1,5,17,33,Astronaut 112,Connection time,1.0,Primiparous
53760,19710,1,5,17,33,Astronaut 112,Dead milk time,1.0,Primiparous
53783,19710,1,9,34,33,Astronaut 112,Connection attempt,1.0,Primiparous
53807,19710,2,2,7,30,Astronaut 101,Dead milk time,1.0,Multiparous
53881,19717,1,7,28,34,Astronaut 113,Connection time,1.0,Primiparous
53899,19717,1,9,34,34,Astronaut 113,Connection time,1.0,Primiparous
53915,19717,1,11,42,34,Astronaut 113,Connection attempt,1.0,Primiparous
53934,19717,1,12,48,34,Astronaut 115,Connection time,1.0,Primiparous
53941,19755,1,1,3,32,Astronaut 109,Automatic robot stop,1.0,Primiparous
53972,19755,1,4,13,34,Astronaut 113,Connection attempt,1.0,Primiparous
54002,19755,1,8,31,34,Astronaut 113,Connection attempt,1.0,Primiparous
54051,19755,1,12,47,34,Astronaut 114,Connection time,1.0,Primiparous
54055,19755,1,12,48,34,Astronaut 114,Dead milk time,1.0,Primiparous
54059,19755,1,12,49,34,Astronaut 114,Dead milk time,1.0,Primiparous
54197,19755,2,9,35,33,Astronaut 110,Dead milk time,1.0,Multiparous
54313,19765,2,6,23,30,Astronaut 103,Dead milk time,1.0,Multiparous
54352,19765,2,9,36,30,Astronaut 101,Connection attempt,1.0,Multiparous
54361,19765,2,10,39,30,Astronaut 101,Dead milk time,1.0,Multiparous
54386,19765,3,1,2,33,Astronaut 112,Connection attempt,1.0,Multiparous
54388,19765,3,1,3,33,Astronaut 110,Dead milk time,1.0,Multiparous
54417,19766,1,3,10,34,Astronaut 115,Connection time,1.0,Primiparous
54463,19766,1,7,29,34,Astronaut 115,Stopped by user,1.0,Primiparous
54476,19766,1,8,33,34,Astronaut 115,Connection attempt,1.0,Primiparous
54483,19766,1,9,35,34,Astronaut 115,Connection attempt,1.0,Primiparous
54500,19766,1,10,42,34,Astronaut 113,Connection attempt,1.0,Primiparous
54509,19766,1,11,44,34,Astronaut 114,Connection attempt,1.0,Primiparous
54531,19766,2,2,4,31,Astronaut 106,Connection attempt,2.0,Multiparous
54533,19766,2,2,5,31,Astronaut 106,Connection attempt,1.0,Multiparous
54535,19766,2,2,6,31,Astronaut 106,Connection attempt,1.0,Multiparous
54537,19766,2,2,7,31,Astronaut 106,Connection attempt,1.0,Multiparous
54541,19766,2,3,9,31,Astronaut 106,Connection attempt,1.0,Multiparous
54543,19766,2,3,10,31,Astronaut 106,Connection attempt,1.0,Multiparous
54545,19766,2,3,11,31,Astronaut 106,Connection attempt,1.0,Multiparous
54547,19766,2,3,12,31,Astronaut 106,Connection attempt,1.0,Multiparous
54550,19766,2,4,13,31,Astronaut 106,Connection attempt,1.0,Multiparous
54560,19766,2,5,20,33,Astronaut 112,Connection attempt,1.0,Multiparous
54566,19766,2,6,24,33,Astronaut 112,Dead milk time,1.0,Multiparous
54568,19766,2,7,25,33,Astronaut 112,Connection attempt,1.0,Multiparous
54570,19766,2,7,26,33,Astronaut 112,Connection attempt,1.0,Multiparous
54572,19766,2,7,27,33,Astronaut 112,Connection attempt,1.0,Multiparous
54574,19766,2,7,28,33,Astronaut 112,Connection attempt,1.0,Multiparous
54584,19766,2,9,34,33,Astronaut 112,Automatic robot stop,1.0,Multiparous
54588,19766,2,9,37,33,Astronaut 112,Connection attempt,1.0,Multiparous
54591,19766,2,10,39,33,Astronaut 112,Connection attempt,1.0,Multiparous
54594,19766,2,10,41,33,Astronaut 112,Connection attempt,3.0,Multiparous
54596,19766,2,10,42,33,Astronaut 112,Connection attempt,1.0,Multiparous
54598,19766,2,11,42,33,Astronaut 112,Connection attempt,1.0,Multiparous
54601,19766,2,11,44,33,Astronaut 112,Connection time,2.0,Multiparous
54603,19766,2,11,45,33,Astronaut 112,Connection attempt,2.0,Multiparous
54604,19766,2,11,45,33,Astronaut 112,Connection time,3.0,Multiparous
54605,19766,2,11,45,33,Astronaut 112,Dead milk time,1.0,Multiparous
54607,19766,2,11,46,33,Astronaut 112,Connection time,3.0,Multiparous
54609,19766,2,12,46,33,Astronaut 112,Connection attempt,1.0,Multiparous
54610,19766,2,12,46,33,Astronaut 112,Connection time,1.0,Multiparous
54612,19766,2,12,47,33,Astronaut 112,Connection attempt,3.0,Multiparous
54613,19766,2,12,47,33,Astronaut 112,Connection time,3.0,Multiparous
54614,19766,2,12,47,33,Astronaut 112,Dead milk time,2.0,Multiparous
54616,19766,2,12,48,33,Astronaut 112,Connection time,5.0,Multiparous
54617,19766,2,12,48,33,Astronaut 112,Dead milk time,5.0,Multiparous
54619,19766,2,12,49,33,Astronaut 112,Connection time,2.0,Multiparous
54621,19766,3,1,2,33,Astronaut 112,Connection time,2.0,Multiparous
54623,19766,3,1,3,33,Astronaut 112,Connection attempt,3.0,Multiparous
54626,19766,3,2,4,33,Astronaut 112,Connection attempt,1.0,Multiparous
54630,19766,3,2,7,33,Astronaut 112,Connection attempt,3.0,Multiparous
54633,19766,3,3,8,33,Astronaut 112,Connection attempt,1.0,Multiparous
54634,19766,3,3,8,33,Astronaut 112,Connection time,1.0,Multiparous
54636,19766,3,3,9,33,Astronaut 112,Connection attempt,1.0,Multiparous
54640,19766,3,3,12,33,Astronaut 112,Connection attempt,1.0,Multiparous
54646,19781,1,1,2,33,Astronaut 112,Connection attempt,1.0,Primiparous
54664,19781,1,3,11,33,Astronaut 111,Automatic robot stop,1.0,Primiparous
54723,19781,2,4,13,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
54779,19781,2,9,34,35,Astronaut 117,Automatic robot stop,2.0,Multiparous
54820,19793,2,4,13,35,Astronaut 116,Dead milk time,1.0,Multiparous
54822,19793,2,4,13,35,Astronaut 117,Dead milk time,1.0,Multiparous
54967,19794,2,1,2,32,Astronaut 107,Dead milk time,1.0,Multiparous
55020,19794,2,11,43,32,Astronaut 107,Connection time,1.0,Multiparous
55022,19794,2,11,44,32,Astronaut 107,Connection time,2.0,Multiparous
55096,19808,2,3,9,30,Astronaut 103,Connection attempt,1.0,Multiparous
55130,19808,2,6,22,34,Astronaut 114,Dead milk time,1.0,Multiparous
55142,19808,2,7,27,34,Astronaut 114,Dead milk time,1.0,Multiparous
55186,19808,3,2,5,33,Astronaut 112,Connection attempt,1.0,Multiparous
55253,19816,2,8,33,30,Astronaut 102,Automatic robot stop,1.0,Multiparous
55304,19816,3,2,7,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
55364,19826,1,2,7,33,Astronaut 111,Automatic robot stop,1.0,Primiparous
55401,19826,1,5,20,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
55515,19826,2,2,5,32,Astronaut 109,Connection attempt,1.0,Multiparous
55536,19826,2,3,11,32,Astronaut 108,Automatic robot stop,1.0,Multiparous
55538,19826,2,3,11,32,Astronaut 109,Connection attempt,1.0,Multiparous
55628,19826,2,9,37,34,Astronaut 114,Connection attempt,1.0,Multiparous
55719,19835,1,2,3,34,Astronaut 113,Connection time,1.0,Primiparous
55738,19835,1,3,9,34,Astronaut 113,Connection time,2.0,Primiparous
55739,19835,1,3,9,34,Astronaut 113,Dead milk time,1.0,Primiparous
55741,19835,1,3,9,34,Astronaut 114,Connection time,1.0,Primiparous
55744,19835,1,3,10,34,Astronaut 113,Connection time,4.0,Primiparous
55746,19835,1,3,10,34,Astronaut 114,Connection time,2.0,Primiparous
55748,19835,1,3,10,34,Astronaut 115,Connection time,3.0,Primiparous
55750,19835,1,3,11,34,Astronaut 113,Connection attempt,1.0,Primiparous
55751,19835,1,3,11,34,Astronaut 113,Connection time,2.0,Primiparous
55753,19835,1,3,11,34,Astronaut 114,Connection time,3.0,Primiparous
55755,19835,1,3,11,34,Astronaut 115,Connection time,1.0,Primiparous
55756,19835,1,3,12,34,Astronaut 113,Connection time,2.0,Primiparous
55757,19835,1,3,12,34,Astronaut 113,Dead milk time,4.0,Primiparous
55759,19835,1,3,12,34,Astronaut 114,Connection time,2.0,Primiparous
55761,19835,1,4,12,34,Astronaut 113,Dead milk time,1.0,Primiparous
55763,19835,1,4,12,34,Astronaut 114,Connection time,3.0,Primiparous
55765,19835,1,4,12,34,Astronaut 115,Connection attempt,1.0,Primiparous
55766,19835,1,4,12,34,Astronaut 115,Connection time,3.0,Primiparous
55768,19835,1,4,13,34,Astronaut 113,Connection time,3.0,Primiparous
55769,19835,1,4,13,34,Astronaut 113,Dead milk time,1.0,Primiparous
55771,19835,1,4,13,34,Astronaut 114,Connection time,3.0,Primiparous
55772,19835,1,4,13,34,Astronaut 114,Dead milk time,1.0,Primiparous
55774,19835,1,4,13,34,Astronaut 115,Connection time,1.0,Primiparous
55875,19835,2,8,32,32,Astronaut 109,Dead milk time,2.0,Multiparous
56022,19847,2,3,11,31,Astronaut 106,Dead milk time,1.0,Multiparous
56027,19847,2,4,14,31,Astronaut 106,Dead milk time,1.0,Multiparous
56053,19847,2,8,33,33,Astronaut 111,Dead milk time,1.0,Multiparous
56141,19848,2,6,24,32,Astronaut 107,Dead milk time,1.0,Multiparous
56149,19848,2,8,30,32,Astronaut 107,Dead milk time,1.0,Multiparous
56151,19848,2,8,31,32,Astronaut 107,Dead milk time,1.0,Multiparous
56158,19848,2,9,36,32,Astronaut 107,Connection time,1.0,Multiparous
56209,19852,1,3,9,34,Astronaut 115,Dead milk time,2.0,Primiparous
56286,19852,1,9,35,34,Astronaut 114,Dead milk time,1.0,Primiparous
56307,19852,1,11,44,34,Astronaut 114,Dead milk time,1.0,Primiparous
56323,19852,1,12,50,34,Astronaut 114,Dead milk time,1.0,Primiparous
56331,19852,1,13,53,34,Astronaut 113,Dead milk time,1.0,Primiparous
56359,19852,2,3,8,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
56463,19852,2,10,40,34,Astronaut 113,Dead milk time,1.0,Multiparous
56508,19860,1,5,20,34,Astronaut 113,Connection attempt,1.0,Primiparous
56562,19860,1,11,44,34,Astronaut 113,Connection attempt,1.0,Primiparous
56576,19860,1,12,47,34,Astronaut 114,Connection time,1.0,Primiparous
56578,19860,1,12,47,34,Astronaut 115,Connection time,1.0,Primiparous
56603,19860,2,3,8,30,Astronaut 103,Connection attempt,1.0,Multiparous
56669,19899,2,1,3,31,Astronaut 106,Connection time,1.0,Multiparous
56682,19899,2,3,8,31,Astronaut 104,Connection time,1.0,Multiparous
56683,19899,2,3,8,31,Astronaut 105,Dead milk time,1.0,Multiparous
56687,19899,2,3,9,31,Astronaut 106,Dead milk time,1.0,Multiparous
56690,19899,2,3,10,31,Astronaut 106,Dead milk time,1.0,Multiparous
56702,19899,2,4,13,31,Astronaut 106,Dead milk time,1.0,Multiparous
56704,19899,2,4,14,31,Astronaut 104,Dead milk time,1.0,Multiparous
56705,19899,2,4,14,31,Astronaut 105,Connection attempt,1.0,Multiparous
56708,19899,2,4,15,31,Astronaut 105,Dead milk time,1.0,Multiparous
56712,19899,2,5,16,31,Astronaut 104,Dead milk time,2.0,Multiparous
56714,19899,2,5,16,31,Astronaut 105,Dead milk time,4.0,Multiparous
56717,19899,2,5,17,31,Astronaut 104,Connection time,1.0,Multiparous
56718,19899,2,5,17,31,Astronaut 105,Dead milk time,1.0,Multiparous
56721,19899,2,5,18,31,Astronaut 104,Connection time,3.0,Multiparous
56723,19899,2,5,18,31,Astronaut 105,Connection time,1.0,Multiparous
56724,19899,2,5,18,31,Astronaut 105,Dead milk time,2.0,Multiparous
56726,19899,2,5,18,31,Astronaut 106,Dead milk time,1.0,Multiparous
56728,19899,2,5,19,31,Astronaut 104,Connection time,3.0,Multiparous
56730,19899,2,5,19,31,Astronaut 105,Connection time,1.0,Multiparous
56731,19899,2,5,19,31,Astronaut 105,Dead milk time,4.0,Multiparous
56733,19899,2,5,19,31,Astronaut 106,Connection time,2.0,Multiparous
56734,19899,2,5,19,31,Astronaut 106,Dead milk time,3.0,Multiparous
56736,19899,2,5,20,31,Astronaut 105,Dead milk time,1.0,Multiparous
56738,19899,2,5,20,31,Astronaut 106,Connection time,12.0,Multiparous
56741,19899,2,6,20,31,Astronaut 106,Connection time,1.0,Multiparous
56761,19899,2,8,29,31,Astronaut 106,Dead milk time,1.0,Multiparous
56764,19899,2,8,30,31,Astronaut 106,Connection time,1.0,Multiparous
56774,19899,2,9,36,31,Astronaut 106,Dead milk time,1.0,Multiparous
56824,19907,1,6,21,34,Astronaut 113,Dead milk time,1.0,Primiparous
56829,19907,1,7,25,34,Astronaut 113,Connection attempt,1.0,Primiparous
56835,19907,1,8,29,34,Astronaut 113,Connection attempt,1.0,Primiparous
56901,19907,2,6,21,33,Astronaut 110,Dead milk time,1.0,Multiparous
56904,19907,2,6,21,33,Astronaut 112,Dead milk time,2.0,Multiparous
56962,19914,2,5,18,32,Astronaut 109,Connection attempt,1.0,Multiparous
56986,19914,2,7,26,32,Astronaut 108,Automatic robot stop,1.0,Multiparous
57003,19914,2,8,31,32,Astronaut 107,Dead milk time,1.0,Multiparous
57073,19914,2,13,51,32,Astronaut 108,Automatic robot stop,1.0,Multiparous
57315,19929,1,1,2,34,Astronaut 113,Connection time,1.0,Primiparous
57395,19930,2,4,14,32,Astronaut 108,Automatic robot stop,1.0,Multiparous
57443,19930,2,7,29,32,Astronaut 109,Dead milk time,1.0,Multiparous
57471,19930,2,9,36,32,Astronaut 109,Dead milk time,1.0,Multiparous
57678,19937,2,13,51,31,Astronaut 106,Dead milk time,1.0,Multiparous
57698,19945,1,2,6,34,Astronaut 115,Connection time,1.0,Primiparous
57699,19945,1,2,6,34,Astronaut 115,Stopped by user,1.0,Primiparous
57707,19945,1,3,9,34,Astronaut 113,Dead milk time,1.0,Primiparous
57883,19945,2,4,16,34,Astronaut 114,Dead milk time,1.0,Multiparous
57910,19945,2,6,23,34,Astronaut 114,Dead milk time,1.0,Multiparous
57999,19945,2,12,50,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
58006,19945,2,13,51,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
58048,19954,1,5,19,34,Astronaut 115,Stopped by user,1.0,Primiparous
58055,19954,1,6,22,34,Astronaut 115,Connection time,2.0,Primiparous
58061,19961,1,1,2,33,Astronaut 112,Dead milk time,2.0,Primiparous
58087,19961,1,4,12,33,Astronaut 110,Connection attempt,1.0,Primiparous
58088,19961,1,4,12,33,Astronaut 110,Connection time,1.0,Primiparous
58110,19961,1,5,18,33,Astronaut 112,Other,1.0,Primiparous
58163,19961,1,9,35,33,Astronaut 110,Connection time,1.0,Primiparous
58164,19961,1,9,35,33,Astronaut 110,Dead milk time,1.0,Primiparous
58171,19961,1,9,37,33,Astronaut 110,Dead milk time,1.0,Primiparous
58175,19961,1,10,38,33,Astronaut 110,Dead milk time,1.0,Primiparous
58190,19961,1,11,42,33,Astronaut 110,Dead milk time,1.0,Primiparous
58198,19964,1,1,2,33,Astronaut 112,Connection time,1.0,Primiparous
58232,19964,1,4,12,33,Astronaut 112,Connection time,2.0,Primiparous
58236,19964,1,4,13,33,Astronaut 112,Connection time,1.0,Primiparous
58249,19964,2,2,4,31,Astronaut 105,Connection time,1.0,Multiparous
58253,19964,2,2,5,31,Astronaut 105,Connection time,3.0,Multiparous
58277,19964,2,4,12,31,Astronaut 104,Connection time,1.0,Multiparous
58278,19964,2,4,12,31,Astronaut 104,Dead milk time,1.0,Multiparous
58312,19964,2,6,21,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
58348,19964,2,8,32,31,Astronaut 105,Connection time,1.0,Multiparous
58393,19966,2,2,4,32,Astronaut 109,Dead milk time,1.0,Multiparous
58408,19966,2,3,11,32,Astronaut 109,Dead milk time,1.0,Multiparous
58466,19970,2,3,11,31,Astronaut 105,Dead milk time,1.0,Multiparous
58476,19970,2,4,13,31,Astronaut 105,Connection attempt,1.0,Multiparous
58579,19975,2,1,3,34,Astronaut 115,Connection time,1.0,Multiparous
58703,19975,2,10,39,34,Astronaut 114,Connection attempt,1.0,Multiparous
58706,19977,1,1,2,34,Astronaut 113,Connection attempt,1.0,Primiparous
58715,19977,1,2,6,34,Astronaut 115,Connection attempt,1.0,Primiparous
58767,19977,1,8,32,34,Astronaut 114,Connection time,2.0,Primiparous
58771,19977,1,8,33,34,Astronaut 115,Connection time,1.0,Primiparous
58778,19977,1,9,35,34,Astronaut 115,Connection attempt,1.0,Primiparous
58783,19977,1,9,37,34,Astronaut 114,Connection time,1.0,Primiparous
58834,19977,2,3,9,30,Astronaut 103,Dead milk time,1.0,Multiparous
58839,19977,2,3,11,30,Astronaut 103,Connection attempt,1.0,Multiparous
58851,19977,2,4,15,30,Astronaut 103,Dead milk time,1.0,Multiparous
58874,19977,2,6,23,30,Astronaut 102,Dead milk time,1.0,Multiparous
58895,19977,2,8,30,31,Astronaut 105,Connection time,1.0,Multiparous
58930,19977,2,11,43,31,Astronaut 105,Dead milk time,1.0,Multiparous
59005,19981,2,4,15,32,Astronaut 109,Connection attempt,1.0,Multiparous
59018,19981,2,5,18,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
59030,19981,2,6,21,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
59033,19981,2,6,22,32,Astronaut 108,Connection attempt,1.0,Multiparous
59045,19981,2,7,26,32,Astronaut 109,Connection attempt,1.0,Multiparous
59078,19988,2,4,13,31,Astronaut 105,Connection attempt,1.0,Multiparous
59089,19988,2,5,19,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
59094,19988,2,6,21,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
59154,19988,2,11,44,31,Astronaut 106,Dead milk time,1.0,Multiparous
59275,20006,2,9,36,33,Astronaut 110,Dead milk time,1.0,Multiparous
59333,20013,1,2,5,33,Astronaut 110,Other,1.0,Primiparous
59343,20013,1,3,8,33,Astronaut 111,Connection time,3.0,Primiparous
59347,20013,1,3,9,33,Astronaut 111,Connection time,1.0,Primiparous
59391,20013,1,6,24,33,Astronaut 110,Dead milk time,1.0,Primiparous
59393,20013,1,6,24,33,Astronaut 111,Dead milk time,1.0,Primiparous
59416,20013,1,8,31,33,Astronaut 110,Dead milk time,1.0,Primiparous
59419,20013,1,8,31,33,Astronaut 112,Dead milk time,1.0,Primiparous
59433,20013,1,9,36,33,Astronaut 112,Dead milk time,1.0,Primiparous
59438,20013,1,10,38,33,Astronaut 110,Connection time,1.0,Primiparous
59440,20013,1,10,38,33,Astronaut 111,Dead milk time,1.0,Primiparous
59463,20013,1,11,45,33,Astronaut 110,Dead milk time,1.0,Primiparous
59473,20013,1,12,47,33,Astronaut 110,Dead milk time,1.0,Primiparous
59494,20013,1,13,52,33,Astronaut 112,Dead milk time,1.0,Primiparous
59519,20013,2,2,6,30,Astronaut 102,Dead milk time,1.0,Multiparous
59532,20013,2,3,9,30,Astronaut 103,Connection attempt,2.0,Multiparous
59561,20013,2,5,17,30,Astronaut 102,Dead milk time,1.0,Multiparous
59641,20013,2,10,40,31,Astronaut 106,Dead milk time,1.0,Multiparous
59656,20013,2,11,44,31,Astronaut 106,Dead milk time,1.0,Multiparous
59740,20027,2,5,19,33,Astronaut 111,Automatic robot stop,1.0,Multiparous
59747,20027,2,6,21,33,Astronaut 111,Automatic robot stop,1.0,Multiparous
59890,20044,2,7,25,35,Astronaut 118,Dead milk time,1.0,Multiparous
59897,20044,2,7,27,35,Astronaut 118,Dead milk time,1.0,Multiparous
59939,20044,2,10,39,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
59998,20051,2,3,8,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
60061,20051,2,8,30,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
60110,20056,2,1,2,32,Astronaut 107,Connection attempt,1.0,Multiparous
60124,20056,2,2,7,33,Astronaut 112,Connection attempt,1.0,Multiparous
60184,20056,2,7,27,33,Astronaut 110,Connection attempt,1.0,Multiparous
60197,20056,2,8,30,33,Astronaut 110,Dead milk time,1.0,Multiparous
60199,20056,2,8,30,33,Astronaut 111,Dead milk time,1.0,Multiparous
60202,20056,2,8,31,33,Astronaut 112,Dead milk time,1.0,Multiparous
60220,20056,2,10,38,33,Astronaut 110,Dead milk time,1.0,Multiparous
60222,20056,2,10,38,33,Astronaut 111,Dead milk time,1.0,Multiparous
60243,20056,2,11,44,33,Astronaut 111,Dead milk time,1.0,Multiparous
60253,20064,1,2,4,34,Astronaut 115,Connection time,1.0,Primiparous
60260,20064,1,2,7,34,Astronaut 115,Connection time,1.0,Primiparous
60317,20064,1,7,25,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
60350,20064,1,9,34,34,Astronaut 114,Dead milk time,1.0,Primiparous
60354,20064,1,9,35,34,Astronaut 114,Dead milk time,1.0,Primiparous
60367,20064,1,10,39,34,Astronaut 114,Dead milk time,3.0,Primiparous
60371,20064,1,10,40,34,Astronaut 114,Connection time,1.0,Primiparous
60372,20064,1,10,40,34,Astronaut 114,Dead milk time,1.0,Primiparous
60384,20064,1,11,43,34,Astronaut 114,Dead milk time,1.0,Primiparous
60394,20064,1,11,46,34,Astronaut 114,Dead milk time,1.0,Primiparous
60402,20064,1,12,47,34,Astronaut 115,Dead milk time,1.0,Primiparous
60407,20064,1,13,53,33,Astronaut 112,Dead milk time,1.0,Primiparous
60410,20064,2,1,2,30,Astronaut 102,Connection attempt,1.0,Multiparous
60422,20064,2,2,5,30,Astronaut 101,Connection attempt,1.0,Multiparous
60451,20064,2,4,12,31,Astronaut 105,Dead milk time,1.0,Multiparous
60454,20064,2,4,13,31,Astronaut 104,Dead milk time,1.0,Multiparous
