,Animal Number,gestation,months,weeks,correct_pen,Device Name,visit_results_new,failed_count,parity
60556,20083,2,4,14,33,Astronaut 110,Dead milk time,1.0,Multiparous
60566,20083,2,5,16,33,Astronaut 110,Dead milk time,1.0,Multiparous
60619,20083,2,9,35,33,Astronaut 110,Dead milk time,1.0,Multiparous
60698,20088,2,4,16,31,Astronaut 105,Dead milk time,1.0,Multiparous
60702,20088,2,5,16,31,Astronaut 105,Dead milk time,2.0,Multiparous
60709,20088,2,5,18,31,Astronaut 105,Dead milk time,1.0,Multiparous
60727,20088,2,6,23,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
60731,20100,1,1,3,34,Astronaut 113,Connection attempt,1.0,Primiparous
60746,20100,1,2,7,34,Astronaut 115,Connection attempt,2.0,Primiparous
60751,20100,1,3,8,34,Astronaut 115,Connection attempt,2.0,Primiparous
60817,20100,1,7,29,34,Astronaut 114,Connection time,1.0,Primiparous
60825,20100,1,8,31,34,Astronaut 113,Connection time,1.0,Primiparous
60828,20100,1,8,31,34,Astronaut 115,Connection time,2.0,Primiparous
60834,20100,1,8,33,34,Astronaut 114,Connection time,1.0,Primiparous
60844,20100,1,9,36,34,Astronaut 113,Connection attempt,1.0,Primiparous
60845,20100,1,9,36,34,Astronaut 113,Connection time,2.0,Primiparous
60855,20100,1,10,39,34,Astronaut 114,Connection time,1.0,Primiparous
60859,20100,1,10,40,34,Astronaut 114,Connection time,1.0,Primiparous
60974,20100,2,8,29,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
61025,20100,3,1,3,34,Astronaut 115,Dead milk time,1.0,Multiparous
61053,20117,2,1,2,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
61073,20117,2,3,10,31,Astronaut 105,Connection time,2.0,Multiparous
61077,20117,2,3,11,31,Astronaut 105,Connection time,1.0,Multiparous
61126,20117,2,7,26,31,Astronaut 106,Dead milk time,1.0,Multiparous
61155,20120,1,2,5,34,Astronaut 115,Dead milk time,1.0,Primiparous
61168,20120,1,3,9,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
61183,20120,1,5,16,34,Astronaut 115,Connection attempt,1.0,Primiparous
61206,20120,1,7,26,34,Astronaut 113,Connection time,1.0,Primiparous
61260,20120,2,2,3,31,Astronaut 106,Dead milk time,1.0,Multiparous
61288,20120,2,6,23,31,Astronaut 106,Dead milk time,1.0,Multiparous
61304,20120,2,9,35,31,Astronaut 106,Dead milk time,2.0,Multiparous
61307,20120,2,9,37,31,Astronaut 106,Dead milk time,1.0,Multiparous
61364,20128,2,1,3,30,Astronaut 103,Automatic robot stop,1.0,Multiparous
61373,20128,2,2,6,30,Astronaut 101,Dead milk time,1.0,Multiparous
61375,20128,2,2,6,30,Astronaut 102,Dead milk time,1.0,Multiparous
61395,20128,2,3,12,30,Astronaut 101,Dead milk time,1.0,Multiparous
61453,20128,2,8,32,33,Astronaut 112,Connection time,1.0,Multiparous
61454,20128,2,8,32,33,Astronaut 112,Dead milk time,1.0,Multiparous
61466,20128,2,9,35,33,Astronaut 112,Connection time,1.0,Multiparous
61475,20128,2,10,38,33,Astronaut 111,Connection attempt,1.0,Multiparous
61484,20128,2,10,41,33,Astronaut 110,Connection attempt,1.0,Multiparous
61490,20128,2,11,42,33,Astronaut 110,Dead milk time,1.0,Multiparous
61493,20128,2,11,42,33,Astronaut 112,Dead milk time,1.0,Multiparous
61499,20128,2,11,44,33,Astronaut 111,Connection time,1.0,Multiparous
61500,20128,2,11,44,33,Astronaut 111,Dead milk time,1.0,Multiparous
61511,20146,2,2,4,31,Astronaut 105,Stopped by user,1.0,Multiparous
61602,20146,2,11,42,33,Astronaut 110,Dead milk time,1.0,Multiparous
61691,20165,1,7,28,33,Astronaut 112,Connection attempt,1.0,Primiparous
61709,20165,1,9,34,33,Astronaut 110,Connection time,1.0,Primiparous
61793,20165,2,4,15,35,Astronaut 117,Connection time,1.0,Multiparous
61830,20165,2,7,25,35,Astronaut 118,Dead milk time,1.0,Multiparous
61915,20165,2,12,50,35,Astronaut 117,Connection time,1.0,Multiparous
61988,20166,1,8,29,34,Astronaut 114,Dead milk time,2.0,Primiparous
61997,20166,1,8,32,34,Astronaut 114,Dead milk time,1.0,Primiparous
61999,20166,1,8,32,34,Astronaut 115,Dead milk time,1.0,Primiparous
62002,20166,1,8,33,34,Astronaut 114,Connection time,1.0,Primiparous
62027,20166,1,11,42,34,Astronaut 113,Dead milk time,1.0,Primiparous
62047,20166,2,2,4,31,Astronaut 106,Dead milk time,1.0,Multiparous
62071,20166,2,3,11,33,Astronaut 110,Dead milk time,1.0,Multiparous
62082,20166,2,4,14,33,Astronaut 110,Dead milk time,4.0,Multiparous
62103,20166,2,5,19,33,Astronaut 112,Dead milk time,2.0,Multiparous
62113,20166,2,6,23,33,Astronaut 110,Dead milk time,1.0,Multiparous
62143,20166,2,9,34,33,Astronaut 110,Dead milk time,1.0,Multiparous
62208,20172,1,2,6,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
62209,20172,1,2,6,34,Astronaut 115,Other,1.0,Primiparous
62231,20172,1,4,16,34,Astronaut 115,Dead milk time,1.0,Primiparous
62243,20172,1,5,20,34,Astronaut 115,Stopped by user,1.0,Primiparous
62270,20172,1,8,32,34,Astronaut 115,Connection time,1.0,Primiparous
62275,20172,1,9,34,34,Astronaut 115,Connection attempt,1.0,Primiparous
62276,20172,1,9,34,34,Astronaut 115,Connection time,1.0,Primiparous
62283,20172,1,9,37,34,Astronaut 115,Connection time,1.0,Primiparous
62284,20172,1,9,37,34,Astronaut 115,Stopped by user,1.0,Primiparous
62388,20172,2,11,46,33,Astronaut 110,Dead milk time,1.0,Multiparous
62389,20172,2,11,46,33,Astronaut 111,Dead milk time,1.0,Multiparous
62414,20178,2,2,5,32,Astronaut 109,Connection attempt,1.0,Multiparous
62429,20178,2,3,11,32,Astronaut 109,Connection time,1.0,Multiparous
62432,20178,2,3,12,32,Astronaut 108,Connection time,1.0,Multiparous
62457,20182,2,3,10,33,Astronaut 110,Dead milk time,1.0,Multiparous
62471,20182,2,4,14,33,Astronaut 112,Connection time,1.0,Multiparous
62472,20182,2,4,14,33,Astronaut 112,Dead milk time,2.0,Multiparous
62498,20182,2,6,21,32,Astronaut 109,Connection attempt,1.0,Multiparous
62602,20222,2,2,3,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
62623,20222,2,3,10,31,Astronaut 105,Dead milk time,1.0,Multiparous
62656,20222,2,6,21,31,Astronaut 105,Dead milk time,1.0,Multiparous
62665,20222,2,7,25,31,Astronaut 105,Dead milk time,1.0,Multiparous
62672,20222,2,7,28,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
62699,20222,2,9,36,31,Astronaut 105,Dead milk time,1.0,Multiparous
62703,20222,2,9,37,31,Astronaut 105,Dead milk time,1.0,Multiparous
62732,20224,1,3,9,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
62771,20224,1,9,35,34,Astronaut 113,Connection attempt,1.0,Primiparous
62780,20224,1,10,41,34,Astronaut 113,Dead milk time,1.0,Primiparous
62788,20224,2,1,2,32,Astronaut 107,Connection attempt,1.0,Multiparous
62820,20224,2,5,17,34,Astronaut 113,Dead milk time,2.0,Multiparous
62823,20224,2,5,18,34,Astronaut 113,Dead milk time,1.0,Multiparous
62876,20224,2,9,37,34,Astronaut 113,Dead milk time,1.0,Multiparous
62893,20224,2,11,44,34,Astronaut 113,Connection time,1.0,Multiparous
62930,20227,1,2,5,34,Astronaut 113,Connection attempt,1.0,Primiparous
62935,20227,1,2,6,34,Astronaut 114,Connection time,1.0,Primiparous
62949,20227,1,3,10,34,Astronaut 113,Connection attempt,1.0,Primiparous
62952,20227,1,3,10,34,Astronaut 115,Dead milk time,1.0,Primiparous
62958,20227,1,4,12,34,Astronaut 113,Connection attempt,1.0,Primiparous
62966,20227,1,4,14,34,Astronaut 115,Connection attempt,1.0,Primiparous
62984,20227,1,5,20,34,Astronaut 113,Connection time,1.0,Primiparous
63020,20227,1,8,30,34,Astronaut 115,Connection attempt,1.0,Primiparous
63046,20227,1,10,39,34,Astronaut 113,Connection attempt,1.0,Primiparous
63067,20227,1,11,45,34,Astronaut 113,Connection attempt,1.0,Primiparous
63102,20227,1,13,54,34,Astronaut 114,Dead milk time,1.0,Primiparous
63107,20227,1,14,55,34,Astronaut 113,Connection time,1.0,Primiparous
63109,20227,1,14,55,34,Astronaut 114,Dead milk time,1.0,Primiparous
63119,20227,1,14,58,34,Astronaut 114,Dead milk time,1.0,Primiparous
63140,20227,2,2,5,35,Astronaut 118,Dead milk time,1.0,Multiparous
63301,20230,2,1,3,30,Astronaut 102,Dead milk time,1.0,Multiparous
63405,20230,2,9,35,33,Astronaut 110,Connection attempt,1.0,Multiparous
63406,20230,2,9,35,33,Astronaut 110,Dead milk time,1.0,Multiparous
63408,20230,2,9,35,33,Astronaut 111,Connection attempt,2.0,Multiparous
63411,20230,2,9,36,33,Astronaut 110,Connection attempt,1.0,Multiparous
63412,20230,2,9,36,33,Astronaut 110,Connection time,1.0,Multiparous
63503,20257,1,8,30,33,Astronaut 110,Dead milk time,1.0,Primiparous
63537,20257,1,10,40,33,Astronaut 110,Dead milk time,2.0,Primiparous
63541,20257,1,10,41,33,Astronaut 110,Dead milk time,1.0,Primiparous
63592,20257,2,3,11,31,Astronaut 106,Dead milk time,1.0,Multiparous
63606,20257,2,4,15,31,Astronaut 104,Dead milk time,1.0,Multiparous
63614,20257,2,5,16,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
63625,20257,2,5,20,31,Astronaut 104,Connection attempt,1.0,Multiparous
63652,20257,2,7,28,31,Astronaut 104,Dead milk time,1.0,Multiparous
63826,20273,1,3,12,34,Astronaut 115,Other,1.0,Primiparous
63832,20273,1,4,13,34,Astronaut 115,Connection time,1.0,Primiparous
63839,20273,1,4,15,34,Astronaut 115,Dead milk time,1.0,Primiparous
63973,20273,2,1,2,30,Astronaut 101,Dead milk time,1.0,Multiparous
64045,20273,2,6,23,35,Astronaut 116,Automatic robot stop,1.0,Multiparous
64249,20295,2,12,47,35,Astronaut 117,Dead milk time,1.0,Multiparous
64323,20311,3,5,18,31,Astronaut 105,Connection attempt,1.0,Multiparous
64503,20380,1,8,29,33,Astronaut 110,Dead milk time,2.0,Primiparous
64689,20387,1,6,22,34,Astronaut 114,Connection time,2.0,Primiparous
64690,20387,1,6,22,34,Astronaut 115,Connection time,2.0,Primiparous
64693,20387,1,6,23,34,Astronaut 115,Connection attempt,3.0,Primiparous
64696,20387,1,6,24,34,Astronaut 114,Connection time,1.0,Primiparous
64698,20387,1,6,24,34,Astronaut 115,Connection attempt,1.0,Primiparous
64699,20387,1,6,24,34,Astronaut 115,Connection time,1.0,Primiparous
64704,20387,1,7,26,34,Astronaut 114,Connection time,1.0,Primiparous
64705,20387,1,7,26,34,Astronaut 115,Connection time,1.0,Primiparous
64708,20387,1,7,27,34,Astronaut 114,Connection time,1.0,Primiparous
64709,20387,1,7,27,34,Astronaut 115,Connection time,2.0,Primiparous
64719,20387,1,8,31,34,Astronaut 114,Connection time,1.0,Primiparous
64721,20387,1,8,31,34,Astronaut 115,Dead milk time,1.0,Primiparous
64725,20387,1,8,33,34,Astronaut 113,Dead milk time,1.0,Primiparous
64726,20387,1,8,33,34,Astronaut 114,Connection time,1.0,Primiparous
64732,20387,1,9,34,34,Astronaut 114,Connection time,1.0,Primiparous
64736,20387,1,9,35,34,Astronaut 115,Connection time,1.0,Primiparous
64741,20387,1,9,37,34,Astronaut 114,Connection time,3.0,Primiparous
64742,20387,1,9,37,34,Astronaut 114,Dead milk time,1.0,Primiparous
64746,20387,1,10,38,34,Astronaut 114,Connection time,2.0,Primiparous
64750,20387,1,10,39,34,Astronaut 114,Connection time,1.0,Primiparous
64751,20387,1,10,39,34,Astronaut 114,Dead milk time,1.0,Primiparous
64753,20387,1,10,39,34,Astronaut 115,Connection time,1.0,Primiparous
64756,20387,1,10,40,34,Astronaut 114,Dead milk time,1.0,Primiparous
64760,20387,1,10,41,34,Astronaut 114,Connection attempt,1.0,Primiparous
64761,20387,1,10,41,34,Astronaut 114,Connection time,1.0,Primiparous
64766,20387,1,11,42,34,Astronaut 113,Dead milk time,1.0,Primiparous
64768,20387,1,11,42,34,Astronaut 114,Connection time,4.0,Primiparous
64770,20387,1,11,42,34,Astronaut 115,Connection time,2.0,Primiparous
64772,20387,1,11,43,34,Astronaut 113,Connection time,1.0,Primiparous
64774,20387,1,11,43,34,Astronaut 114,Connection time,4.0,Primiparous
64776,20387,1,11,43,34,Astronaut 115,Connection time,2.0,Primiparous
64780,20387,1,11,44,34,Astronaut 115,Connection time,1.0,Primiparous
64794,20387,2,2,6,34,Astronaut 114,Dead milk time,1.0,Multiparous
64817,20387,2,4,12,34,Astronaut 115,Dead milk time,1.0,Multiparous
64823,20387,2,4,14,34,Astronaut 114,Connection time,1.0,Multiparous
64860,20387,2,7,25,34,Astronaut 113,Connection time,1.0,Multiparous
64863,20387,2,7,25,34,Astronaut 115,Connection time,2.0,Multiparous
64871,20387,2,7,28,34,Astronaut 113,Connection time,2.0,Multiparous
64873,20387,2,7,28,34,Astronaut 114,Connection time,1.0,Multiparous
64875,20387,2,7,28,34,Astronaut 115,Connection time,3.0,Multiparous
64889,20387,2,8,32,34,Astronaut 113,Connection time,1.0,Multiparous
64892,20387,2,8,32,34,Astronaut 115,Connection time,1.0,Multiparous
64895,20387,2,8,33,34,Astronaut 114,Connection time,1.0,Multiparous
64906,20387,2,9,36,34,Astronaut 113,Dead milk time,1.0,Multiparous
64910,20387,2,9,37,34,Astronaut 113,Connection attempt,1.0,Multiparous
64912,20387,2,9,37,34,Astronaut 114,Connection time,1.0,Multiparous
64914,20387,2,9,37,34,Astronaut 115,Connection attempt,1.0,Multiparous
64916,20387,2,10,38,34,Astronaut 113,Connection time,2.0,Multiparous
64921,20387,2,10,39,34,Astronaut 114,Connection time,2.0,Multiparous
64923,20387,2,10,39,34,Astronaut 115,Connection time,1.0,Multiparous
64928,20387,2,10,41,34,Astronaut 113,Connection time,1.0,Multiparous
64930,20387,2,10,41,34,Astronaut 114,Connection time,1.0,Multiparous
64932,20387,2,10,41,34,Astronaut 115,Connection time,1.0,Multiparous
64934,20387,2,10,42,34,Astronaut 113,Connection attempt,1.0,Multiparous
64936,20387,2,11,42,34,Astronaut 113,Connection time,10.0,Multiparous
64938,20387,2,11,42,34,Astronaut 114,Connection time,2.0,Multiparous
64952,20397,2,2,5,33,Astronaut 110,Dead milk time,1.0,Multiparous
64996,20397,2,6,21,33,Astronaut 110,Dead milk time,2.0,Multiparous
65000,20397,2,6,22,33,Astronaut 110,Dead milk time,1.0,Multiparous
65006,20397,2,6,24,33,Astronaut 110,Dead milk time,1.0,Multiparous
65010,20397,2,7,25,33,Astronaut 110,Dead milk time,1.0,Multiparous
65037,20397,2,9,35,33,Astronaut 111,Dead milk time,2.0,Multiparous
65041,20397,2,9,36,33,Astronaut 111,Connection time,1.0,Multiparous
65056,20397,2,11,43,33,Astronaut 110,Dead milk time,1.0,Multiparous
65064,20397,2,11,46,33,Astronaut 110,Connection attempt,1.0,Multiparous
65067,20397,2,11,46,33,Astronaut 112,Dead milk time,1.0,Multiparous
65108,20438,2,2,5,33,Astronaut 110,Dead milk time,1.0,Multiparous
65111,20438,2,2,6,33,Astronaut 110,Dead milk time,1.0,Multiparous
65124,20438,2,3,10,33,Astronaut 110,Dead milk time,1.0,Multiparous
65129,20438,2,3,11,33,Astronaut 111,Dead milk time,1.0,Multiparous
65146,20438,2,5,17,33,Astronaut 111,Connection attempt,1.0,Multiparous
65155,20438,2,5,20,33,Astronaut 110,Dead milk time,1.0,Multiparous
65160,20438,2,6,20,33,Astronaut 111,Dead milk time,1.0,Multiparous
65161,20438,2,6,20,33,Astronaut 112,Connection time,1.0,Multiparous
65163,20438,2,6,21,33,Astronaut 110,Dead milk time,1.0,Multiparous
65167,20438,2,6,22,33,Astronaut 110,Dead milk time,2.0,Multiparous
65175,20438,2,6,24,33,Astronaut 111,Dead milk time,1.0,Multiparous
65177,20438,2,7,25,33,Astronaut 110,Dead milk time,1.0,Multiparous
65182,20438,2,7,26,33,Astronaut 111,Dead milk time,2.0,Multiparous
65187,20438,2,7,28,33,Astronaut 111,Dead milk time,1.0,Multiparous
65192,20438,2,8,29,33,Astronaut 110,Dead milk time,1.0,Multiparous
65195,20438,2,8,30,33,Astronaut 110,Dead milk time,1.0,Multiparous
65197,20438,2,8,30,33,Astronaut 111,Dead milk time,1.0,Multiparous
65206,20453,1,2,6,33,Astronaut 110,Automatic robot stop,1.0,Primiparous
65208,20453,1,2,6,33,Astronaut 111,Connection attempt,1.0,Primiparous
65226,20453,1,4,12,33,Astronaut 110,Connection attempt,1.0,Primiparous
65228,20453,1,4,12,33,Astronaut 111,Connection attempt,1.0,Primiparous
65229,20453,1,4,12,33,Astronaut 111,Connection time,5.0,Primiparous
65232,20453,1,4,13,33,Astronaut 110,Connection attempt,1.0,Primiparous
65234,20453,1,4,13,33,Astronaut 111,Connection time,1.0,Primiparous
65237,20453,1,4,14,33,Astronaut 110,Connection attempt,1.0,Primiparous
65239,20453,1,4,14,33,Astronaut 112,Connection time,1.0,Primiparous
65242,20453,1,4,15,33,Astronaut 111,Connection time,1.0,Primiparous
65243,20453,1,4,15,33,Astronaut 112,Connection time,2.0,Primiparous
65245,20453,1,4,16,33,Astronaut 112,Connection time,1.0,Primiparous
65248,20453,1,5,16,33,Astronaut 112,Connection attempt,1.0,Primiparous
65249,20453,1,5,16,33,Astronaut 112,Connection time,3.0,Primiparous
65280,20453,2,5,18,31,Astronaut 105,Connection time,1.0,Multiparous
65286,20453,2,6,22,31,Astronaut 106,Connection time,1.0,Multiparous
65297,20453,2,8,31,31,Astronaut 106,Dead milk time,1.0,Multiparous
65303,20453,2,9,35,31,Astronaut 106,Dead milk time,1.0,Multiparous
65308,20453,2,9,37,31,Astronaut 106,Dead milk time,1.0,Multiparous
65368,20461,2,8,32,30,Astronaut 101,Dead milk time,1.0,Multiparous
65379,20473,2,2,4,33,Astronaut 111,Dead milk time,1.0,Multiparous
65433,20473,2,6,22,33,Astronaut 110,Dead milk time,2.0,Multiparous
65440,20473,2,6,24,33,Astronaut 110,Dead milk time,1.0,Multiparous
65444,20473,2,7,25,33,Astronaut 110,Dead milk time,1.0,Multiparous
65457,20473,2,7,29,33,Astronaut 110,Dead milk time,1.0,Multiparous
65479,20473,2,9,35,33,Astronaut 110,Connection time,1.0,Multiparous
65481,20473,2,9,35,33,Astronaut 111,Dead milk time,1.0,Multiparous
65502,20473,2,11,44,33,Astronaut 110,Dead milk time,1.0,Multiparous
65552,20474,2,5,17,34,Astronaut 114,Connection time,1.0,Multiparous
65574,20474,2,6,23,34,Astronaut 115,Dead milk time,1.0,Multiparous
65582,20474,2,7,26,34,Astronaut 113,Connection attempt,1.0,Multiparous
65590,20474,2,7,28,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
65710,20474,3,4,16,32,Astronaut 109,Dead milk time,1.0,Multiparous
65839,20479,2,4,13,31,Astronaut 104,Connection time,1.0,Multiparous
65844,20479,2,4,14,31,Astronaut 105,Automatic robot stop,1.0,Multiparous
65868,20479,2,6,21,31,Astronaut 104,Connection time,1.0,Multiparous
65870,20479,2,6,21,31,Astronaut 105,Connection time,2.0,Multiparous
65873,20479,2,6,22,31,Astronaut 104,Connection time,1.0,Multiparous
65880,20479,2,6,24,31,Astronaut 104,Connection time,2.0,Multiparous
65912,20488,1,2,4,33,Astronaut 111,Dead milk time,1.0,Primiparous
66028,20488,1,10,40,33,Astronaut 110,Dead milk time,1.0,Primiparous
66063,20499,2,2,4,32,Astronaut 107,Dead milk time,5.0,Multiparous
66065,20499,2,2,4,32,Astronaut 108,Dead milk time,2.0,Multiparous
66078,20501,2,2,6,30,Astronaut 103,Connection time,1.0,Multiparous
66155,20503,2,3,9,34,Astronaut 115,Automatic robot stop,1.0,Multiparous
66183,20503,2,7,25,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
66191,20503,2,8,30,34,Astronaut 114,Connection time,1.0,Multiparous
66201,20505,1,2,4,34,Astronaut 115,Connection time,1.0,Primiparous
66212,20505,1,3,8,34,Astronaut 114,Connection attempt,1.0,Primiparous
66217,20505,1,3,9,34,Astronaut 115,Connection attempt,1.0,Primiparous
66350,20518,2,1,2,35,Astronaut 118,Dead milk time,2.0,Multiparous
66403,20518,2,6,21,35,Astronaut 117,Connection attempt,1.0,Multiparous
66406,20518,2,6,22,35,Astronaut 116,Connection attempt,1.0,Multiparous
66410,20518,2,6,23,35,Astronaut 116,Dead milk time,1.0,Multiparous
66414,20518,2,6,24,35,Astronaut 116,Connection attempt,1.0,Multiparous
66419,20518,2,7,25,35,Astronaut 117,Connection attempt,1.0,Multiparous
66421,20518,2,7,25,35,Astronaut 118,Connection attempt,1.0,Multiparous
66426,20518,2,7,27,35,Astronaut 116,Connection time,2.0,Multiparous
66428,20518,2,7,27,35,Astronaut 117,Dead milk time,2.0,Multiparous
66431,20518,2,7,28,35,Astronaut 116,Connection attempt,1.0,Multiparous
66433,20518,2,7,28,35,Astronaut 117,Connection attempt,1.0,Multiparous
66437,20518,2,7,29,35,Astronaut 118,Connection time,1.0,Multiparous
66439,20518,2,8,29,35,Astronaut 116,Connection attempt,1.0,Multiparous
66442,20518,2,8,29,35,Astronaut 118,Connection attempt,1.0,Multiparous
66443,20518,2,8,29,35,Astronaut 118,Connection time,1.0,Multiparous
66445,20518,2,8,30,35,Astronaut 116,Connection attempt,1.0,Multiparous
66446,20518,2,8,30,35,Astronaut 116,Dead milk time,2.0,Multiparous
66449,20518,2,8,30,35,Astronaut 118,Connection attempt,1.0,Multiparous
66451,20518,2,8,31,35,Astronaut 116,Connection time,1.0,Multiparous
66454,20518,2,8,31,35,Astronaut 118,Connection time,1.0,Multiparous
66456,20518,2,8,32,35,Astronaut 116,Connection attempt,2.0,Multiparous
66457,20518,2,8,32,35,Astronaut 116,Connection time,1.0,Multiparous
66460,20518,2,8,32,35,Astronaut 118,Connection attempt,1.0,Multiparous
66462,20518,2,8,33,35,Astronaut 116,Connection attempt,1.0,Multiparous
66463,20518,2,8,33,35,Astronaut 116,Connection time,1.0,Multiparous
66466,20518,2,8,33,35,Astronaut 118,Connection attempt,1.0,Multiparous
66467,20518,2,9,33,35,Astronaut 116,Connection attempt,1.0,Multiparous
66471,20518,2,9,34,35,Astronaut 116,Connection attempt,1.0,Multiparous
66473,20518,2,9,34,35,Astronaut 117,Connection attempt,1.0,Multiparous
66476,20518,2,9,35,35,Astronaut 116,Connection attempt,1.0,Multiparous
66478,20518,2,9,35,35,Astronaut 117,Connection attempt,1.0,Multiparous
